ecoinvent id,ecoinvent activity label,label IO product
6ec9e343-2163-425d-b389-bf66e4b1615c,"market for transport, freight, sea, transoceanic ship",Sea and coastal water transportation services
c16de796-62c4-46c7-82bd-b2363da54d1a,"market for transport, freight, sea, transoceanic ship with reefer, cooling",Sea and coastal water transportation services
7f019adb-d7ff-460b-9f87-4289ac4edf83,"market for transport, freight, sea, transoceanic ship with reefer, freezing",Sea and coastal water transportation services
12a4742a-b4a4-4a8b-99b6-3b844919d56f,"market for transport, freight, sea, transoceanic tanker",Sea and coastal water transportation services
651547b2-131c-4595-8825-26bd7ef2392f,"market for transport, freight, train with reefer, cooling",Railway transportation services
03999db3-bc67-4939-b0fb-b8932474b956,"market for transport, freight, train with reefer, freezing",Railway transportation services
5573b64c-fd56-4b0e-94b1-8bb2f9fffb1f,"market for transport, helicopter",Air transport services
c16551da-d539-4aa4-83f5-23768b86a624,"market for transport, helicopter, LTO cycle",Air transport services
89cf463d-adbd-4897-be66-c9b1778ed061,"market for transport, passenger car",Other land transportation services
d4215482-780e-4c8a-a4b4-f31d648d53a8,"market for transport, passenger car with internal combustion engine",Other land transportation services
b8918776-18cb-4a31-82d7-09505435c76b,"market for transport, passenger car, electric",Other land transportation services
c927d476-e575-4b94-85e1-a9931b25e5c7,"market for transport, passenger car, EURO 3",Other land transportation services
e80808b7-699c-4686-bda7-c6304ae5a6cc,"market for transport, passenger car, EURO 4",Other land transportation services
ee3a0163-03c2-4c2b-8673-10459cdd09ae,"market for transport, passenger car, EURO 5",Other land transportation services
57bac93b-522c-4cb4-bbd9-075cf843726e,"market for transport, passenger car, large size, diesel, EURO 3",Other land transportation services
bed474d3-992c-42b0-993d-b61e8fc29c9b,"market for transport, passenger car, large size, diesel, EURO 4",Other land transportation services
6424f277-36e5-4a25-8b83-19526faa2fbc,"market for transport, passenger car, large size, diesel, EURO 5",Other land transportation services
b241f99d-0cad-40f6-a48b-bf4de12856c7,"market for transport, passenger car, large size, natural gas, EURO 3",Other land transportation services
93690219-3313-4716-9687-61dcf45f0a9c,"market for transport, passenger car, large size, natural gas, EURO 4",Other land transportation services
51a0fd62-c13c-4990-a2e1-157f4d3666ed,"market for transport, passenger car, large size, natural gas, EURO 5",Other land transportation services
cb5010ad-1600-4000-ad6c-5874f5b52e98,"market for transport, passenger car, large size, petol, EURO 4",Other land transportation services
964210d1-99cb-400c-894b-e105f37c2a0c,"market for transport, passenger car, large size, petrol, EURO 3",Other land transportation services
0c469e1e-cd11-429f-b2f2-b10d69d6038b,"market for transport, passenger car, large size, petrol, EURO 5",Other land transportation services
daa36834-dbaa-4929-955e-c9d799d62a01,"market for transport, passenger car, medium size, diesel, EURO 3",Other land transportation services
f5af9427-073f-4575-84dc-07c100e64e39,"market for transport, passenger car, medium size, diesel, EURO 4",Other land transportation services
da7ee27a-ba6e-4850-b132-10f6be67906b,"market for transport, passenger car, medium size, diesel, EURO 5",Other land transportation services
a03c7379-54e4-429f-b1db-ae9dfaebe87f,"market for transport, passenger car, medium size, liquefied petroleum gas, EURO 5",Other land transportation services
ae6e3e6c-f8db-421d-b972-a1e77a6085f9,"market for transport, passenger car, medium size, natural gas, EURO 3",Other land transportation services
92015c78-31df-4840-a34b-4004d96d9303,"market for transport, passenger car, medium size, natural gas, EURO 4",Other land transportation services
2613d5e9-c5c0-44bf-9902-bbec1889aaab,"market for transport, passenger car, medium size, natural gas, EURO 5",Other land transportation services
3c101e4b-5936-4f15-89d8-87a0b07d3938,"market for transport, passenger car, medium size, petrol, EURO 3",Other land transportation services
06463abd-8e40-4dc2-bf85-200e687c549e,"market for transport, passenger car, medium size, petrol, EURO 4",Other land transportation services
052f2d79-4e82-4f2d-b7a1-44ee2ed74f07,"market for transport, passenger car, medium size, petrol, EURO 5",Other land transportation services
1722b321-a765-4b5b-8bbc-f52863f14988,"market for transport, passenger car, small size, diesel, EURO 3",Other land transportation services
13fe4b8b-86ca-44c2-9345-71f6a210b69f,"market for transport, passenger car, small size, diesel, EURO 4",Other land transportation services
2cf55cc6-9ff1-4f03-b37c-90ab3964a1d2,"market for transport, passenger car, small size, diesel, EURO 5",Other land transportation services
7bf4ad9f-6ae2-4807-ba42-1a8910962d4c,"market for transport, passenger car, small size, natural gas, EURO 3",Other land transportation services
a2e3fb1c-e7bf-405a-8f4b-204608fc24da,"market for transport, passenger car, small size, natural gas, EURO 4",Other land transportation services
a77dbfce-4640-4976-8ab0-65a9a271b183,"market for transport, passenger car, small size, natural gas, EURO 5",Other land transportation services
8207af72-b91f-4a04-9fe4-e7f4f9698918,"market for transport, passenger car, small size, petrol, EURO 3",Other land transportation services
26730d5b-1a1d-4fa5-a84d-b6c199705280,"market for transport, passenger car, small size, petrol, EURO 4",Other land transportation services
aa0f5e5f-6fc7-40b7-b5ab-e53ccda15f9b,"market for transport, passenger car, small size, petrol, EURO 5",Other land transportation services
8cc8a514-e178-4fee-bb0e-008945a48792,"market for transport, passenger coach",Other land transportation services
eb8bd934-ea6a-4db9-99be-c11205766285,"market for transport, passenger train",Railway transportation services
1d426fe7-1aba-4567-8518-eacb2ca4926b,"market for transport, passenger, aircraft",Air transport services
59532842-e2d9-4c63-85d9-ef8006518a40,"market for transport, passenger, bicycle",Other land transportation services
59532842-e2d9-4c63-85d9-ef8006518a40,"market for transport, passenger, bicycle",Other land transportation services
1d1e403f-7be4-42ab-a600-0cffd6760bc4,"market for transport, passenger, electric bicycle",Other land transportation services
1d1e403f-7be4-42ab-a600-0cffd6760bc4,"market for transport, passenger, electric bicycle",Other land transportation services
aabf3e02-62da-4c1f-9a95-ba353093570c,"market for transport, passenger, electric bicycle, label-certified electricity",Other land transportation services
aabf3e02-62da-4c1f-9a95-ba353093570c,"market for transport, passenger, electric bicycle, label-certified electricity",Other land transportation services
060befc5-8d82-40e9-bae4-50d4e1d183f5,"market for transport, passenger, electric scooter",Other land transportation services
060befc5-8d82-40e9-bae4-50d4e1d183f5,"market for transport, passenger, electric scooter",Other land transportation services
9f744d66-c49b-462a-a101-208a0abc20c2,"market for transport, passenger, motor scooter",Other land transportation services
9f744d66-c49b-462a-a101-208a0abc20c2,"market for transport, passenger, motor scooter",Other land transportation services
cd950d5e-3d9f-4a86-bede-21b8116e8e55,"market for transport, pipeline, long distance, natural gas",Distribution services of gaseous fuels through mains
fb441fda-34d1-435a-b9f2-71ff62944b54,"market for transport, pipeline, offshore, long distance, natural gas",Distribution services of gaseous fuels through mains
534655fa-979b-415b-9b5f-db9ddfcb3638,"market for transport, pipeline, offshore, petroleum",Transportation services via pipelines
bd038d8c-6513-4ba0-b589-805588aff93f,"market for transport, pipeline, onshore, long distance, natural gas",Distribution services of gaseous fuels through mains
548ef2ef-4022-412a-a07b-67613011b580,"market for transport, pipeline, onshore, petroleum",Transportation services via pipelines
7bf9b48e-1b9b-42dc-af16-6f702c9ce903,"market for transport, regular bus",Other land transportation services
2297b719-9847-434d-9253-a07a0328d70a,"market for transport, tractor and trailer, agricultural",Other land transportation services
28bdc561-e389-4938-a33a-874183ce8a97,"market for transport, tram",Railway transportation services
7afb94da-fca4-496f-b49a-96d486263ed2,"market for transport, trolleybus",Other land transportation services
3d5c3935-a710-4f9a-9faf-590bf8b8d77e,market for tree seedling,Crops nec
3d5c3935-a710-4f9a-9faf-590bf8b8d77e,market for tree seedling,Crops nec
f5109341-f13a-4153-a03d-e998863f91f3,"market for triazine-compound, unspecified",Chemicals nec
3cf4d5f8-6513-480e-941d-29f77aa70a11,market for trichloroacetic acid,Chemicals nec
0894157d-896f-4347-a4a3-51983e30864b,market for trichloroborane,Chemicals nec
e1ec80b2-b7d3-4dc8-aa34-628ac8a5e411,market for trichloroethylene,Chemicals nec
c7351d3d-24fd-4ee8-8b4f-158995ab94a7,market for trichloromethane,Chemicals nec
10096e6b-e705-4e0c-8ad3-041f8efa3bb7,market for trichloropropane,Chemicals nec
7dca18ce-52db-4d33-ac9b-9b5c784afd7f,market for triethanolamine,Chemicals nec
df94e9de-62ec-4e18-b766-100009accc18,market for triethyl amine,Chemicals nec
a67327a5-4ca6-483a-97a2-2ea185fb30d7,market for triethylene glycol,Chemicals nec
c07e3c0e-3ddf-4eb4-870e-2f46efcf8508,market for trifluoroacetic acid,Chemicals nec
503b1170-d9b9-4863-a72a-5a577f8198d6,market for trifluoromethane,Chemicals nec
56f588a8-41cd-43f1-a7d1-37b518dec52c,market for trimesoyl chloride,Chemicals nec
307f7d16-7f3e-43a7-8b6a-dcf5b55286c0,market for trimethyl borate,Chemicals nec
8ff89d81-3364-4b4e-bdec-5177b9a95965,market for trimethylamine,Chemicals nec
3b48b437-f12c-48e9-8cd8-b6ce432afbb9,market for tube insulation factory,Chemicals nec
576f3690-ad9c-4632-b53f-d5ff8e7302b9,"market for tube insulation, elastomere",Chemicals nec
214f238f-69a2-4dfb-a975-13f96cec0413,"market for tyre wear emissions, lorry",Inert/metal/hazardous waste for treatment: landfill
99d8e2f2-9248-4cd1-bfe1-074f31763441,"market for tyre wear emissions, passenger car",Inert/metal/hazardous waste for treatment: landfill
fcf9f0aa-33f0-42f3-97bf-8402de780a9a,market for ultrafiltration module,Machinery and equipment n.e.c.
5edd80ae-4c8c-4e47-b338-25461d0a7542,market for ultraviolet lamp,Electrical machinery and apparatus n.e.c.
3b611b3e-d6f6-4279-b868-3d63645fab1b,market for unknown land use,Construction work
7840f2c2-5d53-46d1-b763-958741599f58,market for uranium conversion facility,Construction work
b09987ec-67e6-4b78-ba9f-b06271dc9d8a,market for uranium enrichment centrifuge facility,Construction work
b9889e3a-9dcd-466b-b345-17b1aa3d11ec,market for uranium enrichment diffusion facility,Construction work
6b740552-f4b8-45da-9742-0d7b0d415746,market for uranium hexafluoride,Nuclear fuel
b4d3441d-9ce7-4021-8e8e-80bd1a37cc86,market for uranium mill,Construction work
ec2467ae-ef30-4ecc-b83d-f6064aa10fdd,"market for uranium ore, as U",Uranium and thorium ores
9fa10645-b071-4bd8-b6b4-05d7e7adeae9,"market for uranium tailing, non-radioactive emission",Inert/metal/hazardous waste for treatment: landfill
d7905b0b-91c9-4328-ab1c-86d54b2728b2,"market for uranium, enriched 3.0%, in fuel element for light water reactor",Nuclear fuel
999330e7-ac54-4789-872d-5ec6f056ec0f,"market for uranium, enriched 3.0%, per separative work unit",Nuclear fuel
969f127b-b7a8-441a-b2e7-c658a52f4372,"market for uranium, enriched 3.8%, in fuel element for light water reactor",Nuclear fuel
0094c2f8-7f36-4f9b-87a2-684a83b304f5,"market for uranium, enriched 3.8%, per separative work unit",Nuclear fuel
a4f2bbc1-5925-4383-8ae5-bce98e15d408,"market for uranium, enriched 3.9%, in fuel element for light water reactor",Nuclear fuel
43126190-c0d5-43d0-849f-b610335a4a2c,"market for uranium, enriched 3.9%, per separative work unit",Nuclear fuel
ff05f2f9-47ec-4ba1-9875-3bb8867a5553,"market for uranium, enriched 4.0%, per separative work unit",Nuclear fuel
1b09100b-fdff-4aed-8ee5-29d2281834b7,"market for uranium, enriched 4.2%, in fuel element for light water reactor",Nuclear fuel
02183fa3-10a7-4252-a77d-c1322cf0d2c5,"market for uranium, enriched 4.2%, per separative work unit",Nuclear fuel
0d95adfb-264a-47bd-bd64-d5713babc9e4,"market for uranium, enriched 4%, in fuel element for light water reactor",Nuclear fuel
c29e1daa-a2e7-4ef1-86e8-4ebff59a332a,"market for uranium, in yellowcake",Nuclear fuel
e92f4416-b582-4441-9f7a-c6190dd6ea51,"market for urea formaldehyde foam slab, hard","Plastics, basic"
3b15cff6-1ecf-43d6-9832-05702131c73d,"market for urea formaldehyde foam, in situ foaming","Plastics, basic"
fa5d5f38-5212-40e5-934d-9a413f23aa94,market for urea formaldehyde resin,"Plastics, basic"
813b0d41-31a3-4e94-a357-72a019fad126,"market for urea, as N",N-fertiliser
87e83202-a592-49dc-bffa-d41f43076992,"market for used air distribution terminal panel steel, 120 m3/h",Secondary raw materials
a78f082f-45da-4d35-ad7c-066368d4e9f1,"market for used air filter central unit, 600 m3/h",Secondary raw materials
d96b9576-d2b8-445b-8daa-205c885ade7d,"market for used air filter decentralized unit, 180-250 m3/h",Secondary raw materials
4a58ac6c-6d0f-4c9f-96c3-e1e8535d27ad,"market for used air filter decentralized unit, 250 m3/h",Secondary raw materials
9fa457bc-a56f-4156-8f30-ad144094e4c5,market for used air filter in exhaust air valve,Secondary raw materials
56e569eb-0ed6-41c8-bb9e-32deac350a13,market for used bicycle,Secondary raw materials
04ec3b07-1b6e-4895-8d57-4a9b04cb89d4,market for used blower and heat exchange unit Avent E 97,Secondary raw materials
0c32351f-55a6-412c-8bf0-10ee47d68d57,"market for used blower and heat exchange unit central, 600-1200 m3/h",Secondary raw materials
c7fec862-30fb-40cc-807f-769c47693d65,"market for used blower and heat exchange unit decentralized, 180-250 m3/h",Secondary raw materials
9915cd9c-a445-44bc-8898-5c5858f90335,market for used blower and heat exchange unit GE 250 RH,Secondary raw materials
1f426171-5a5a-443f-8300-33d83e849284,market for used blower and heat exchange unit KWL 250,Secondary raw materials
5e1e08f0-6685-4308-ac83-5bdfdafc14e1,market for used blower and heat exchange unit KWLC 1200,Secondary raw materials
2ae8d724-b782-4d81-90a9-955c267b9d6e,market for used blower and heat exchange unit Storkair G 90,Secondary raw materials
6a038f55-d535-435f-832f-ee9fadcdb06c,market for used blower and heat exchange unit Twl-700,Secondary raw materials
42d05be8-b9e4-446c-b3c4-0de90803d264,market for used bus,Secondary raw materials
b0437c28-86a7-4e2d-a2ea-4c4952c560e7,market for used cable,Copper products
b381d87b-609e-4333-a8d0-bb6d02eb66f1,market for used capacitor,Oil/hazardous waste for treatment: incineration
2f2a4c99-511c-4115-84d0-7329da572ef4,market for used cathode ray tube display,Secondary raw materials
18db9bcb-f097-463c-ba24-93facfa88775,market for used desktop computer,Office machinery and computers
076d4c3b-3367-42b8-8241-a4607d2486b6,"market for used diesel-electric generating set, 18.5kW",Electrical machinery and apparatus n.e.c.
72df5956-0f3c-461b-97f4-4d2048e92669,"market for used door, inner, glass-wood",Secondary raw materials
61f3dcb5-3323-4372-b0a2-591d633087c9,"market for used door, inner, wood",Secondary raw materials
c925e4d8-eb2f-4f8f-9bee-9c8784da7d79,"market for used door, outer, wood-aluminium",Inert/metal/hazardous waste for treatment: landfill
7055de29-ae27-48c4-94b8-b972bc94e100,"market for used door, outer, wood-glass",Secondary raw materials
149b707a-421d-4c83-a3dd-b25c5e1902c3,"market for used double glazing, U<1.1W/m2K",Secondary raw materials
6b42c6d9-91ed-46dc-bbfd-31ea0d932593,"market for used double glazing, U<1.1W/m2K, laminated safety glass",Secondary raw materials
1c9c9d76-9ade-4a48-b9bc-06f9ca65aa7a,market for used electric bicycle,Secondary raw materials
178ebdea-a954-4a47-91e1-8121bbb70bcd,"market for used exhaust air roof hood steel, DN 400",Secondary raw materials
b9d0e600-91d2-46ae-8202-472657cb57a7,"market for used exhaust air valve in-wall housing, plastic/steel",Secondary raw materials
cdd2205a-d977-47e8-8734-eb780fff9dc6,"market for used flexible duct aluminium/PET, DN of 125",Inert/metal/hazardous waste for treatment: landfill
bf57b524-e411-49a5-9573-42ac82960fdf,market for used fluorescent lamp,Secondary raw materials
ad396753-22c6-4176-b2a8-4c74844765e7,market for used glider from electric scooter,Secondary raw materials
1152d8e1-2e50-4734-9897-d088ca3b0307,"market for used glider, passenger car",Secondary raw materials
ccc6e2db-35ea-46b7-b345-b8b3fdd9573c,"market for used industrial electronic device, WEEE collection",Secondary raw materials
c9c57d34-ba6c-4a89-8109-e569e35b9f74,"market for used insulation spiral-seam duct rockwool, DN 400",Secondary raw materials
511c7ef7-9f2b-47e5-90c2-b5ca73082b1a,"market for used intermodal shipping container, 20-foot",Machinery and equipment n.e.c.
933652a5-8232-4a58-a836-8769a692f198,"market for used intermodal shipping container, 40-foot",Machinery and equipment n.e.c.
e0869ec9-d3fa-4658-a031-7415df4a0d9a,"market for used intermodal shipping container, 40-foot, high-cube",Machinery and equipment n.e.c.
685831d6-834e-4941-8d66-8d05ed1cc291,"market for used intermodal shipping container, 45-foot, high-cube",Machinery and equipment n.e.c.
de833859-74db-417b-81ce-48bbe5af5996,"market for used internal combustion engine, passenger car",Secondary raw materials
97690a7e-7446-49d0-a4e0-adc5cfc6d03a,market for used IT accessory,Secondary raw materials
d290d21c-02dc-454e-8de6-cf57342d5d0e,market for used laptop computer,Secondary raw materials
0b4dd832-f3aa-4031-9459-2d87378cf816,market for used Li-ion battery,Secondary raw materials
fae4a439-d3ae-4f5c-8397-e66aacdf9e09,market for used light commercial vehicle,Secondary raw materials
b5d50e32-d349-4bdc-b282-506244984a66,market for used liquid crystal display,Secondary raw materials
3dc4d5d9-8269-4ccc-b408-fd69deceadc7,market for used locomotive,Secondary raw materials
f14b79ce-2433-4c5e-96fd-c0d02c63d986,"market for used lorry with refrigeration machine, 16 metric ton",Secondary raw materials
c0f724cb-298a-4be3-90b1-04208984cf74,"market for used lorry, 16 metric ton",Secondary raw materials
e081a341-836c-4453-abf7-17cb197d49ac,"market for used lorry, 28 metric ton",Secondary raw materials
a7f0fcf7-9e1d-458a-b301-3a85926809b1,"market for used lorry, 40 metric ton",Secondary raw materials
841a9d79-a6e5-4b61-8298-cbfd39a0d60f,market for used motor scooter,Secondary raw materials
5ce54a02-5534-4fec-822f-59d65093ec3e,market for used Ni-metal hydride battery,Secondary raw materials
16ec7280-ea64-45cf-818b-f3f74dd63733,"market for used outside air intake stainless steel, DN 370",Secondary raw materials
2f15e1ed-a3f1-4647-bdf1-ce6b05eff5a0,market for used perfluoropentane,Secondary raw materials
fd2fc84b-b47c-499a-9fa4-abd69f09276d,"market for used powertrain from electric passenger car, manual dismantling",Secondary raw materials
a493faed-d916-43ae-9772-381c54c0140a,market for used powertrain from electric scooter,Secondary raw materials
5075ae71-bb97-4ca2-a4bc-1138e93014cb,market for used printed wiring boards,Secondary raw materials
37cd0c3d-c272-4d46-a907-b7b9397988f0,"market for used printer, laser",Secondary raw materials
186cf8a3-8221-4553-88ec-48c7bdcd90a4,market for used railway track,Secondary raw materials
86319636-8908-450b-9ad7-bd86db446090,"market for used reefer, intermodal shipping container, 40-foot, high-cube",Secondary raw materials
208b5001-bc64-40fa-93b2-a7a1e0a8eb66,market for used refrigerant R134a,Secondary raw materials
654652b0-b022-44dd-acfc-9423fc11a10b,"market for used refrigeration machine, carbon dioxide, liquid as refrigerant",Secondary raw materials
0ef4ef71-029d-4269-8f2c-57884c111926,"market for used refrigeration machine, R134a as refrigerant",Secondary raw materials
40713527-6fd8-4957-aad8-eb343445d3fa,"market for used room-connecting overflow element steel, approx. 40 m3/h",Secondary raw materials
568e5ac2-1fb5-4907-abf9-32b376808103,"market for used sealing tape aluminium/PE, 50 mm wide",Inert/metal/hazardous waste for treatment: landfill
82a194d4-9cbb-4d79-a8cf-4b3770f52121,"market for used silencer steel, DN 125",Secondary raw materials
acdcfcd5-45c6-4377-a7a6-43175a3965be,"market for used silencer steel, DN 315",Secondary raw materials
15948154-4838-40c5-adf9-f9b354503ef7,"market for used toner module, laser printer, black/white",Office machinery and computers
655f494e-b70e-4019-89c6-9ea3bf082924,"market for used toner module, laser printer, colour",Office machinery and computers
1ae792da-e0cc-4117-af77-f09dcaa52f35,"market for used train, passenger, high-speed",Secondary raw materials
f1bfff51-dfb4-4559-a0fd-8828a9e813b0,"market for used train, passenger, long-distance",Secondary raw materials
15fa09c1-4d3f-43a4-aa0e-220a4311efd8,"market for used train, passenger, regional",Secondary raw materials
7cb1c4d7-8ccd-4d03-a813-15b5b08fcfda,market for used tram,Secondary raw materials
2a0ec8cd-806c-4864-b073-b485f2317196,"market for used triple glazing, U<0.5W/m2K",Secondary raw materials
4c8df17c-2494-4eca-afb6-d4ce9da812d7,market for used tyre,Secondary raw materials
c7e115ea-9c3b-4cd0-8da1-a4891a175fa1,market for used vegetable cooking oil,Food waste for treatment: biogasification and land application
24a07f4a-5b0a-4a51-9d54-3cbc831e9b36,"market for used vegetable cooking oil, purified",Food waste for treatment: biogasification and land application
4e3e7959-9061-438f-b011-292dfb79ccea,market for used ventilation control and wiring central unit,Secondary raw materials
89b4cae0-0a25-4b19-88c9-7734b75a6712,market for used ventilation control and wiring decentralized unit,Secondary raw materials
053e4bab-a81b-4564-a818-e6e5529af8e4,"market for used window frame, plastic",Secondary raw materials
de3697e1-2acc-4a1a-bd1b-a84b349b686a,"market for used window frame, wood",Secondary raw materials
da442463-08e5-4826-8f9b-247d105d89f0,"market for used window frame, wood-metal",Secondary raw materials
b3a34a25-c548-4008-867a-3dcd4fef5bbd,market for vegetable oil esterification facility,Construction work
b7500a3c-a169-4d97-81e6-50f6a08ab216,market for vegetable oil methyl ester,Biogasoline
5496c317-63c7-4854-968f-361ee86fb344,market for vegetable oil refinery,Construction work
8447066d-f73c-46d5-9d0a-50395b39aa59,"market for vegetable oil, refined",products of Vegetable oils and fats
b5bf4167-6ace-4fce-b83e-9bb8fd1b184f,market for ventilation components factory,Construction work
097a2763-b296-4744-aad2-792fdf41282e,"market for ventilation control and wiring, central unit",Machinery and equipment n.e.c.
d745f7a1-bebd-4dd3-a4a5-c105c233c3bb,"market for ventilation control and wiring, decentralized unit",Machinery and equipment n.e.c.
112b1107-ba94-4f11-9189-9141693b212c,"market for ventilation duct, connection piece, steel, 100x50 mm",Machinery and equipment n.e.c.
d42d555c-1d13-48d0-ba7a-3e8522019ed2,"market for ventilation duct, elbow 90��_��__��_��__, steel, 100x50 mm",Machinery and equipment n.e.c.
3960ebf7-2ec5-4a6b-a7d4-f4ac189d23df,"market for ventilation duct, PE corrugated tube, DN 75","Plastics, basic"
7635951f-13e3-457c-94fe-2a274b99d317,"market for ventilation duct, steel, 100x50 mm",Machinery and equipment n.e.c.
dc0f11ed-1c05-4346-8bf3-4bbfba1d45eb,"market for ventilation of dwellings, central, 1 x 720 m3/h",Machinery and equipment n.e.c.
80b95d8a-b2e5-43dc-85a7-0aad8b7fb149,"market for ventilation of dwellings, decentralized, 6 x 120 m3/h",Machinery and equipment n.e.c.
24e924b0-3f2f-48a4-8e18-b04cf7513dd9,"market for ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger",Machinery and equipment n.e.c.
76763a4b-25bf-4f75-881f-c9b3ea1037be,"market for ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger",Machinery and equipment n.e.c.
2c9c6cc8-b147-4e50-9919-97015b5dd20d,"market for ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts",Machinery and equipment n.e.c.
5a472e7e-8763-4459-b4ad-4257ab4db690,"market for ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger",Machinery and equipment n.e.c.
0164aef4-0e03-4f6f-8172-8b4282fc92e2,"market for ventilation system, decentralized, 6 x 120 m3/h, steel ducts",Machinery and equipment n.e.c.
d416731c-5c63-4fe2-9529-a015ba0bee88,"market for ventilation system, decentralized, 6 x 120 m3/h, steel ducts, with earth tube heat exchanger",Machinery and equipment n.e.c.
253147ce-c046-4449-91d5-63c0ed024206,"market for venting of nitrogen, liquid",Chemicals nec
0f5a725d-7871-4af1-8f70-f6e5230fa783,market for vermiculite,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
1f4f02f8-489a-499d-b8ac-8253c9336b2b,"market for vinasse, from fermentation of sugar beet",Food waste for treatment: biogasification and land application
b2dfdb72-f8ae-4252-b6dc-a9f8334d0362,"market for vinasse, from fermentation of sugar beet molasses",Food waste for treatment: biogasification and land application
46af44f9-4851-47e5-bad2-74e3026740ba,"market for vinasse, from fermentation of sugarcane",Food waste for treatment: biogasification and land application
2b70fa53-14ad-4c26-a2ef-c7ccea715470,"market for vinasse, from fermentation of sugarcane molasses",Food waste for treatment: biogasification and land application
8d7ddcb8-e751-4caf-b39f-6904ea1f9f16,"market for vinasse, from fermentation of sweet sorghum",Food waste for treatment: biogasification and land application
289fc11f-f8a6-45f7-9463-74418559abb2,market for vine tomato,"Vegetables, fruit, nuts"
2cac8c00-aebb-4de6-9edd-7f4bb7ca4061,market for vinyl acetate,Chemicals nec
6a302eab-b287-45b8-907c-d63fda7ea98a,market for vinyl chloride,Chemicals nec
866d477b-bc39-49ab-8d97-f9e5f8490e0f,market for vinyl fluoride,Chemicals nec
c5839eb0-5b57-45b4-b5f2-7c8e1fc14ef8,market for viscose fibre,Chemicals nec
60bef2eb-29cb-4b77-8381-db66912136b7,market for wafer factory,Construction work
9ac404a3-3204-40f7-9394-8ba8db26b378,"market for wafer, fabricated, for integrated circuit",Chemicals nec
81fa49b7-3ff0-4514-990e-495fbfa00724,market for waste aluminium,Inert/metal/hazardous waste for treatment: landfill
095ca2de-9775-4c62-9a9f-46c51850292b,market for waste asphalt,Inert/metal/hazardous waste for treatment: landfill
b2973195-73e5-48e6-bcb8-9e7725b8cf6e,market for waste bitumen,Inert/metal/hazardous waste for treatment: landfill
19e07fa3-df96-4ee4-88e6-a2edb35ab94d,market for waste bitumen sheet,Inert/metal/hazardous waste for treatment: landfill
389f0030-7cbc-4868-a860-c26b8565d610,market for waste brick,Inert/metal/hazardous waste for treatment: landfill
5366f929-b851-4603-af4e-38dd7904f277,"market for waste building wood, chrome preserved",Wood waste for treatment: incineration
396b068f-f501-4d73-bc54-ae8951095ce0,"market for waste bulk iron, excluding reinforcement",Inert/metal/hazardous waste for treatment: landfill
7d05598b-2969-4642-a2cc-e6ab01b566ba,market for waste cement in concrete and mortar,Secondary raw materials
0a3721d4-0cd5-478d-8538-6f25ebb903ec,market for waste cement-fibre slab,Secondary raw materials
cc65b830-4ed4-4b5a-a459-315158607c5a,"market for waste cement-fibre slab, dismantled",Secondary raw materials
59f4ce70-c3ff-427f-8218-77aa80a6a845,"market for waste cement, hydrated",Secondary raw materials
60bdf5c0-9cc8-41f9-b891-ce50697a3826,"market for waste collection lorry, 21 metric ton","Motor vehicles, trailers and semi-trailers"
5cdc35eb-3fbc-44c3-887c-183f06870ec8,market for waste concrete,Secondary raw materials
c078fe9e-1405-401b-9545-448fccf0bc2e,market for waste concrete gravel,Secondary raw materials
49027ef0-b56f-4ecf-b1ad-2b80634c3613,"market for waste concrete, not reinforced",Secondary raw materials
341ac08d-3c5b-4566-b304-001e28df6e1d,market for waste electric and electronic equipment,Intert/metal waste for treatment: incineration
9a923a17-8bfd-4bfb-99c6-d7c76ffc68d2,market for waste electric wiring,Secondary raw materials
7307da5c-4947-4eba-895e-2973f6f8bb93,market for waste emulsion paint,Inert/metal/hazardous waste for treatment: landfill
4681f65f-21d3-48e3-aa6c-08539e3aab79,"market for waste emulsion paint, on wood",Inert/metal/hazardous waste for treatment: landfill
f3149589-3e51-4709-9708-beab4be7ba48,"market for waste emulsion paint, separated",Inert/metal/hazardous waste for treatment: landfill
0071fb43-df93-41e6-81e9-87cc212de603,market for waste expanded polystyrene,Oil/hazardous waste for treatment: incineration
b90c3e50-884d-410d-a0fe-3f870eed407b,market for waste fibreboard,Oil/hazardous waste for treatment: incineration
ecd148b4-19da-4615-9332-9162519fc50b,market for waste frit from cathode ray tube production,Inert/metal/hazardous waste for treatment: landfill
758c3f21-82ea-44dc-ae48-a4affb81d937,market for waste glass,Secondary raw materials
075a6c88-159c-4574-a809-cfc6423e334a,market for waste glass pane in burnable frame,Secondary raw materials
f330fbbd-2be1-484e-851d-a8d6221a3c4e,market for waste glass sheet,Secondary raw materials
7019f2df-60a1-4a5f-9136-57d26ed264c7,market for waste graphical paper,Paper waste for treatment: incineration
029ad190-989b-492f-8052-852fe90a3d6a,market for waste gypsum,Inert/metal/hazardous waste for treatment: landfill
f4301585-2097-4281-9844-62198c3096fb,market for waste gypsum plasterboard,Inert/metal/hazardous waste for treatment: landfill
