ecoinvent id,ecoinvent activity label,label IO product
e9a0473d-0eb7-43c9-8a89-156fdc1208cc,"compressed air production, 800 kPa gauge, >30kW, optimized generation",Chemicals nec
961894af-bd8c-4fc8-a674-51122fead7ea,"computer production, desktop, without screen",Office machinery and computers
1a8bda5d-80e1-4ecc-9ff6-7b898b5ec8a2,"computer production, laptop",Office machinery and computers
06ffc039-f73b-440c-a5a0-8dc7393a5e71,concrete block production,"Cement, lime and plaster"
617d93c2-be9d-4330-b214-020d30670a91,concrete mixing factory construction,Construction work
12b2b8bc-4af9-4ab8-bb67-3c8cf3c09cab,"concrete production 20MPa, RNA only","Cement, lime and plaster"
12b2b8bc-4af9-4ab8-bb67-3c8cf3c09cab,"concrete production 20MPa, RNA only","Cement, lime and plaster"
31d781a0-0ba4-48b3-b7c4-8cd757321a6a,"concrete production 25MPa, RNA only","Cement, lime and plaster"
31d781a0-0ba4-48b3-b7c4-8cd757321a6a,"concrete production 25MPa, RNA only","Cement, lime and plaster"
877d76b4-578f-4bc6-9cb0-5e9d850ba498,"concrete production 30-32MPa, RNA only","Cement, lime and plaster"
877d76b4-578f-4bc6-9cb0-5e9d850ba498,"concrete production 30-32MPa, RNA only","Cement, lime and plaster"
0e8be4b8-cb7f-4070-9472-909a8bfd4459,"concrete production 35MPa, RNA only","Cement, lime and plaster"
0e8be4b8-cb7f-4070-9472-909a8bfd4459,"concrete production 35MPa, RNA only","Cement, lime and plaster"
d4789c7c-fd1d-4228-bb43-ecdd88516dc9,"concrete production 50MPa, RNA only","Cement, lime and plaster"
d4789c7c-fd1d-4228-bb43-ecdd88516dc9,"concrete production 50MPa, RNA only","Cement, lime and plaster"
709d4ede-c18f-4695-9975-b2bf190f7a9a,"concrete production, for building construction, with cement CEM II/A","Cement, lime and plaster"
709d4ede-c18f-4695-9975-b2bf190f7a9a,"concrete production, for building construction, with cement CEM II/A","Cement, lime and plaster"
e717d752-c748-45c9-9be5-325074bef1b1,"concrete production, for building construction, with cement CEM II/B","Cement, lime and plaster"
e717d752-c748-45c9-9be5-325074bef1b1,"concrete production, for building construction, with cement CEM II/B","Cement, lime and plaster"
ba31fcfe-cf95-4faf-bcde-9930da827d20,"concrete production, for civil engineering, with cement CEM I","Cement, lime and plaster"
ba31fcfe-cf95-4faf-bcde-9930da827d20,"concrete production, for civil engineering, with cement CEM I","Cement, lime and plaster"
49f6b14e-44aa-48a8-a14b-82a676364a0e,"concrete production, for civil engineering, with cement CEM II/A","Cement, lime and plaster"
49f6b14e-44aa-48a8-a14b-82a676364a0e,"concrete production, for civil engineering, with cement CEM II/A","Cement, lime and plaster"
29485dba-72fc-4309-890a-6857553840c0,"concrete production, for civil engineering, with cement CEM II/B","Cement, lime and plaster"
29485dba-72fc-4309-890a-6857553840c0,"concrete production, for civil engineering, with cement CEM II/B","Cement, lime and plaster"
85f8f425-62b8-4d39-8147-eba1ccd41dff,"concrete production, for drilled piles, with cement CEM I","Cement, lime and plaster"
85f8f425-62b8-4d39-8147-eba1ccd41dff,"concrete production, for drilled piles, with cement CEM I","Cement, lime and plaster"
6271a423-c363-4783-83dc-aaa35e23b2a4,"concrete production, for drilled piles, with cement CEM II/A","Cement, lime and plaster"
6271a423-c363-4783-83dc-aaa35e23b2a4,"concrete production, for drilled piles, with cement CEM II/A","Cement, lime and plaster"
ae496f4c-36aa-485e-8227-3d79605aa29f,"concrete production, for drilled piles, with cement CEM II/B","Cement, lime and plaster"
ae496f4c-36aa-485e-8227-3d79605aa29f,"concrete production, for drilled piles, with cement CEM II/B","Cement, lime and plaster"
9e284faf-240a-490e-a612-db4e970cf27b,concrete roof tile production,"Bricks, tiles and construction products, in baked clay"
f9444df7-d3da-42d0-98f9-b0e7ea90198a,"construction work, heat and power co-generation unit, 160kW electrical",Construction work
b183b547-0437-4655-9635-e159b632e725,"contouring, brass","Fabricated metal products, except machinery and equipment"
605d0af0-3fa0-4319-ad93-d8356d8b68c4,"contouring, bronze","Fabricated metal products, except machinery and equipment"
b3467f97-1ccc-4293-8ad1-915e4e2d81b7,"control cabinet production, heat and power co-generation unit, 160kW electrical",Electrical machinery and apparatus n.e.c.
17365b0f-952f-444d-83c7-97933beab014,"controller production, for electric scooter",Electrical machinery and apparatus n.e.c.
0afc68b4-871d-4966-a641-d8f4a899166a,"converter production, for electric passenger car",Electrical machinery and apparatus n.e.c.
d439ccf8-77b9-4160-a633-91014e6592cc,conveyor belt production,Rubber and plastic products
2e508fd9-6458-4513-a88b-eefa3847f963,"cooling energy, from natural gas, at cogen unit with absorption chiller 100kW",Machinery and equipment n.e.c.
16fb09f1-d110-4891-9696-a4fc39d1d353,copper carbonate production,P- and other fertiliser
0283abb0-f4d0-4ec3-8d20-869e9fedb675,copper mine operation,Copper ores and concentrates
f32c2cb0-89e1-4dc5-8534-dfe6bffc5e7f,copper oxide production,Chemicals nec
0b2a31b1-12a3-41f1-aad6-20b627063a55,"copper production, blister-copper",Copper products
67a4be67-9cea-4c8d-becd-f05eb80d32b9,"copper production, from imported concentrates",Copper products
88d6c0aa-0053-4367-b0be-05e4b49ff3c5,"copper production, primary",Copper products
f4282989-2fef-4426-b475-7c7ce32801e9,"copper production, solvent-extraction electro-winning",Secondary raw materials
5fee2996-526f-43b9-93ec-59ba94d31192,copper sulfate production,Chemicals nec
ee08f681-1017-4d8c-aa75-4c0c34b0e0ff,core board production,Pulp
b4e7dcb5-eaa1-41ce-8c4b-80d7d495e4de,cork forestry,"Products of forestry, logging and related services"
361a2be9-f419-4bdc-9d61-c697eaae6752,cork slab production,"Products of forestry, logging and related services"
d8fbd861-07be-493d-925d-8a41488a486f,corrugated board box production,Pulp
810138ca-b5e1-4314-8455-e752d77df2b9,cotton production,Textiles
04ef3fb8-c75f-47a9-a9ee-b39e8282c50a,"cotton seed production, for sowing",Oil seeds
5c13ca62-f44f-4a4d-b956-16b33b137078,cottonseed meal to generic market for protein feed,Food products nec
2cc58054-f15d-4d01-bf80-0d7ef14beb7f,cottonseed oil mill operation,Oil seeds
dab9ef3f-7188-453f-acca-462b8d5e5b52,cottonseed oil refinery operation,products of Vegetable oils and fats
dab9ef3f-7188-453f-acca-462b8d5e5b52,cottonseed oil refinery operation,products of Vegetable oils and fats
ab41e327-75fc-4466-b9f1-00ebf0f0f343,"cottonseed oil, refined, to generic market for vegetable oil, refined",products of Vegetable oils and fats
6fbf0158-0fde-43e3-87f7-3656c6eb9c3f,"cover plaster production, mineral","Cement, lime and plaster"
00c8d229-8993-4137-a8f7-1f16c145dd73,"cover plaster production, organic","Cement, lime and plaster"
cf621d7f-ab5b-434f-b6a0-bf4fc16f5548,cryolite production,Chemicals nec
9e37771f-662b-42d5-8e82-d0fe2fdd6ea7,"cryolite production, from fluosilicic acid",Chemicals nec
05e552a1-b451-464f-a7fa-c7dea57fbeea,cucumber production,"Vegetables, fruit, nuts"
f6e240d2-e6e4-4869-abcd-1025935e8ce4,cumene production,Chemicals nec
d65f18e7-9024-4bc8-8f29-83087a405998,cyanoacetic acid production,Chemicals nec
bba60060-fc8c-424f-9100-3305693d15bf,cyanogen chloride production,Chemicals nec
da216973-2397-41af-a14e-e8f6b52cc058,cyanuric chloride production,Chemicals nec
b1b331ad-b3b1-4ab1-aa5c-80682923dfb7,cyclic N-compound production,Chemicals nec
a5b62bbd-a2eb-491b-a425-9a165b9c5319,cyclohexane production,Chemicals nec
13aabcd2-29b3-4cf6-a017-1a9b191a15de,cyclohexanol production,Chemicals nec
74267a7f-2e3c-4569-b898-7ee932a53638,cyclohexanone production,Chemicals nec
bd9066e5-c37f-4d9a-9d43-76148404eb80,dairy construction,Dairy products
92e4fb1d-2cb1-482c-8caf-ff664f858cc6,"debarking, softwood, in forest","Products of forestry, logging and related services"
19c9f41c-4229-4ef5-b554-32e82180b85e,decarboxylative cyclization of adipic acid,Chemicals nec
ab4d6347-25e4-45a4-9fde-ec1ffeed48c6,"deep drawing, steel, 10000 kN press, automode","Fabricated metal products, except machinery and equipment"
36eadda7-6958-4d36-94f3-cb59258cceec,"deep drawing, steel, 10000 kN press, single stroke","Fabricated metal products, except machinery and equipment"
cdd42bde-6fe8-40eb-93a2-596f3d391068,"deep drawing, steel, 3500 kN press, automode","Fabricated metal products, except machinery and equipment"
2bd2d2f2-fc0c-4a51-8243-9a497f6f1b91,"deep drawing, steel, 3500 kN press, single stroke","Fabricated metal products, except machinery and equipment"
fb10238d-a350-4f9e-ac0e-07faab575dd6,"deep drawing, steel, 38000 kN press, automode","Fabricated metal products, except machinery and equipment"
cc2fd27c-99ac-4eab-b1ec-356d6739055e,"deep drawing, steel, 38000 kN press, single stroke","Fabricated metal products, except machinery and equipment"
3015a067-af41-41f7-a69c-056c04184b3e,"deep drawing, steel, 650 kN press, automode","Fabricated metal products, except machinery and equipment"
3015a067-af41-41f7-a69c-056c04184b3e,"deep drawing, steel, 650 kN press, automode","Fabricated metal products, except machinery and equipment"
bed3544a-8e17-48d0-be2d-39b4287078af,"deep drawing, steel, 650 kN press, single stroke","Fabricated metal products, except machinery and equipment"
bed3544a-8e17-48d0-be2d-39b4287078af,"deep drawing, steel, 650 kN press, single stroke","Fabricated metal products, except machinery and equipment"
1e3232f0-154d-4d24-8bcf-c3d2e62fd84b,"deep well closure, for geothermal power, onshore, 6000m",Construction work
1730914e-71bb-42b1-a4a2-6e080dca2444,"deep well drilling, for deep geothermal power",Construction work
a830c2f6-c721-46dd-a8d7-7fb66e9a2cfb,"deep well drilling, for geothermal power, onshore, 6000m",Construction work
8c969fa1-275a-4d9c-a29d-944d66bdd69e,"degreasing, metal part in alkaline bath",Chemicals nec
fb99e6e9-0b86-4507-89b6-b4f4d00f476e,"dehydrogenation of butan-1,4-diol",Chemicals nec
eb98eaa5-3ef3-4e36-86f9-878fb81a7bbb,"deinking emulsion production, in paper production",Chemicals nec
7cdc1da5-0298-4137-938b-80c7172fd4e5,"delimbing, with excavator-based processor","Products of forestry, logging and related services"
1659da6e-ae62-4af9-81b4-31be25a42245,desulfurisation of hard coal flue gas,Electricity by coal
1659da6e-ae62-4af9-81b4-31be25a42245,desulfurisation of hard coal flue gas,Electricity by coal
32a63073-f25e-4698-b0da-8b4d016712e9,desulfurisation of lignite flue gas,Electricity by coal
32a63073-f25e-4698-b0da-8b4d016712e9,desulfurisation of lignite flue gas,Electricity by coal
1142096b-412a-4f64-9400-1659b1c6c81b,"dewatering of ethanol from biomass, from 95% to 99.7% solution state",Biogasoline
cae615f1-1bc4-4fd3-a48d-9bd3ffec2061,diammonium phosphate production,P- and other fertiliser
b2b151b5-94f2-453f-ad1d-08b7b6937f54,diazine-compound production,Chemicals nec
e8e18a24-91ec-40f7-82c8-e379e27dcbc6,diazole-compound production,Chemicals nec
4833ecef-2032-4e26-a591-02567a41b8f6,dichloromethane production,Chemicals nec
17adbaae-7a63-4ccb-a9e6-5c403988c089,"dichloropropene to generic market for pesticide, unspecified",Chemicals nec
32da589d-9c52-435f-aa1d-1be27f71cba3,dicyclopentadiene based unsaturated polyester resin production,Chemicals nec
baa3a36a-cab1-4948-8722-6c8c8a529e19,"diesel production, low-sulfur",Motor Gasoline
d63bc7ad-b47f-475b-9b67-d7685c403b3b,diesel-electric generating set production 10MW production,Electrical machinery and apparatus n.e.c.
94dbb547-3016-4ed8-a096-8c7950f47025,diesel-electric generating set production 18.5kW,Electrical machinery and apparatus n.e.c.
2c2a91b8-a1c6-4812-9e5d-7eeb64e6dccf,"diesel, burned in building machine",Motor Gasoline
0686b477-d6a9-4cf9-973a-28739ab13c49,"diesel, burned in diesel-electric generating set, 10MW",Motor Gasoline
7fbf316d-2323-457a-8a60-5b18a6aa18dd,"diesel, burned in diesel-electric generating set, 18.5kW",Motor Gasoline
26081a3a-ab95-4784-b61e-5ac578bc72f1,diethyl ether production,Chemicals nec
fa2bad7a-2e3c-4ba8-9e72-80edd28b7174,dimethenamide production,Chemicals nec
81364b39-8849-4ddd-8554-936b00f8a352,dimethyl ether production,Chemicals nec
c7a09cc3-84fb-4d3d-a7b4-889fed5ce18a,dimethyl malonate production,Chemicals nec
9b03e62e-58fb-4d2e-896b-083550c8497b,dimethyl sulfate production,Chemicals nec
2f7981a3-d61f-4a0b-9c5a-66173c205364,dimethyl sulfide production,Chemicals nec
b1d0990e-00a2-48ee-9416-2573c1058ddf,dimethyl sulfoxide production,Chemicals nec
d71d566b-3187-4ff4-a2bd-59acc9e60760,dimethylacetamide production,Chemicals nec
71de2e78-176c-4a57-a6a5-7b20f6664680,dimethylamine borane production,Chemicals nec
760cb8c6-11c3-4ff5-993b-20efc17e6b07,dimethylamine production,Chemicals nec
c43408b8-f3d2-4090-9756-307447de9895,dinitroaniline-compound production,Chemicals nec
83e5d951-5df0-4cd0-be0d-9718feae0583,"diode production, auxilliaries and energy use","Radio, television and communication equipment and apparatus"
3c7c233c-6d49-4bcf-b7c4-a3a63c54c4c6,"diode production, glass-, for surface-mounting","Radio, television and communication equipment and apparatus"
ad9cf764-56b4-4134-bf35-cf5badf62507,"diode production, glass-, for through-hole mounting","Radio, television and communication equipment and apparatus"
a99b42d5-29a0-4543-87cf-44fec5aaa76d,dioxane production,Chemicals nec
0b1d4fcb-e081-463b-897d-45f7a5bcd2bc,diphenylether-compound production,Chemicals nec
2892cc33-cb10-497f-9f40-950546c35c54,dipropyl amine production,Chemicals nec
669cd5b7-35bb-492b-8cb9-5dba90ed7890,dipropylene glycol monomethyl ether production,Chemicals nec
e9cb6c4a-5485-4bf0-965a-8e07f445489c,"disk drive production, CD/DVD, ROM, for desktop computer",Office machinery and computers
08927286-50ae-4b5b-a042-7f9c8437227f,"disk drive production, CD/DVD, ROM, for laptop computer",Office machinery and computers
8fb30f11-b6a2-4d26-82fd-f761e9766778,"display production, cathode ray tube, 17 inches",Office machinery and computers
35f87768-2a76-4b43-806a-54b17b009501,"display production, liquid crystal, 17 inches",Office machinery and computers
c805e00e-66b9-4103-b23d-fe33064b8567,Distiller's Dried Grains with Solubles to generic market for protein feed,Beverages
64217cb3-6c25-4316-bfac-e92ce5fe2206,"distribution network construction, electricity, low voltage",Distribution and trade services of electricity
64217cb3-6c25-4316-bfac-e92ce5fe2206,"distribution network construction, electricity, low voltage",Distribution and trade services of electricity
5f89835e-412c-4069-a93d-e093898d78dc,dithiocarbamate-compound production,Chemicals nec
5fae7b6c-51bb-4595-a7ed-33edb75507ef,dolomite production,Stone
f0472029-e9aa-49b9-8226-1665db44f5bd,"door production, inner, glass-wood",Furniture; other manufactured goods n.e.c.
e2c43d09-8374-41d0-812c-67f71da7e14f,"door production, inner, wood",Furniture; other manufactured goods n.e.c.
93014228-8477-445e-b01c-e24c7f5c7701,"door production, outer, wood-aluminium",Furniture; other manufactured goods n.e.c.
ff98d350-178d-463c-873a-e78a2be05336,"door production, outer, wood-glass",Furniture; other manufactured goods n.e.c.
404bb463-818a-4269-a6f2-cb330ba7a082,"drawing of pipe, steel","Fabricated metal products, except machinery and equipment"
404bb463-818a-4269-a6f2-cb330ba7a082,"drawing of pipe, steel","Fabricated metal products, except machinery and equipment"
4abde36f-f04d-4454-b24e-520ddce11d5f,"dried roughage store construction, air dried, solar",Construction work
0e38ec89-812c-4313-aabb-094a0f951ffb,"dried roughage store construction, cold-air dried, conventional",Construction work
071d1f18-6252-4c4d-aa15-bcf35a42a012,"dried roughage store construction, non ventilated",Construction work
aca80b1f-1d0d-4e2f-8815-73c53cf3a105,"drying of bread grain, seed and legumes",Crops nec
5ea44d8c-5317-47c8-9a99-b355236e7c2d,drying of feed grain,Crops nec
70e27c79-b535-4bef-baa4-33cef7b4a9b7,drying of grass,Crops nec
b94314eb-b764-499a-9f65-7ae0d4ee9a2f,drying of maize grain,Crops nec
13f3f676-1cb2-4a7d-88ce-ba1bbba5ce5e,drying of maize straw and whole-plant,Crops nec
3de3d5a5-373f-4133-914f-817020e3e6aa,"drying, natural gas","Natural gas and services related to natural gas extraction, excluding surveying"
0d8801ba-adc4-4e71-9ab8-f3bb61b07567,"drying, sewage sludge",Sewage sludge for treatment: biogasification and land application
ce060837-6dcf-4912-9ca8-630c89ba62d3,DTPA production,Chemicals nec
e7f6a9bc-3b34-49bc-bb04-1a5c75936f47,dung slab construction,Construction work
1f837540-e2c8-4fe3-b991-5e7d183bbbf3,"dust collector production, electrostatic precipitator, for domestic use",Construction work
ea48ee4a-c630-4261-b54e-7815c4e68f46,"dust collector production, electrostatic precipitator, for industrial use",Construction work
215dbb27-f24a-4c01-92c4-5ab18c7e24ee,"dust collector production, multicyclone",Construction work
7b223111-2fb6-4723-ba4e-7a84ba9923e9,EDTA production,Chemicals nec
1d6185ba-36e2-4c14-a634-5020335b07b4,electric arc furnace converter construction,Electrical machinery and apparatus n.e.c.
a9dc6ca8-7d61-4e46-ab70-a017e763d64f,electric bicycle production,Electrical machinery and apparatus n.e.c.
00f04c87-75c4-495e-b3bd-23931ca94549,"electric connector production, peripheral component interconnect buss",Electrical machinery and apparatus n.e.c.
7ebb34c4-bd75-4c16-a31a-b184fad456ae,"electric connector production, peripheral type buss",Electrical machinery and apparatus n.e.c.
e86ec4e0-696c-4572-b4d3-a335fe73fa34,"electric connector production, wire clamp",Electrical machinery and apparatus n.e.c.
62137a92-ee2c-4701-9a86-ace0ed04a38d,"electric motor production, for electric scooter",Electrical machinery and apparatus n.e.c.
2374444c-7dec-448b-838c-609a2e48cb06,"electric motor production, vehicle",Electrical machinery and apparatus n.e.c.
525c4f07-5033-44f8-80cc-a23a95d894d1,"electric motor production, vehicle (electric powertrain)",Electrical machinery and apparatus n.e.c.
4630accc-4c04-49f6-a666-fa8d21355109,"electric parts production, heat and power co-generation unit, 160kW electrical",Electrical machinery and apparatus n.e.c.
2980b105-ea21-4107-975c-9c05688cf32d,"electric parts production, mini CHP plant",Electrical machinery and apparatus n.e.c.
0fe70a88-9658-47f0-a0f4-9aa21fdd15e9,"electric scooter production, without battery",Electrical machinery and apparatus n.e.c.
75396b8b-9abd-4683-a287-4ac5517580cd,"electricity production, coal, aluminium industry",Electricity by coal
75396b8b-9abd-4683-a287-4ac5517580cd,"electricity production, coal, aluminium industry",Electricity by coal
b2025e92-2b7c-4a5f-9264-4fc00c99e2d7,"electricity production, deep geothermal",Electricity by Geothermal
b2025e92-2b7c-4a5f-9264-4fc00c99e2d7,"electricity production, deep geothermal",Electricity by Geothermal
6606e5fe-56ec-4cf1-a602-9b9075504cf2,"electricity production, hard coal",Electricity by coal
6606e5fe-56ec-4cf1-a602-9b9075504cf2,"electricity production, hard coal",Electricity by coal
9b6ff2fc-be03-4d08-b537-da898a3e2b42,"electricity production, hard coal, at coal mine power plant",Electricity by coal
9b6ff2fc-be03-4d08-b537-da898a3e2b42,"electricity production, hard coal, at coal mine power plant",Electricity by coal
92863575-cedd-4021-9909-8f222a9d4cc5,"electricity production, high voltage, for Swiss Federal Railways",Transmission services of electricity
92863575-cedd-4021-9909-8f222a9d4cc5,"electricity production, high voltage, for Swiss Federal Railways",Transmission services of electricity
416fb40b-6d75-4ce1-96a0-c6af1e1bb922,"electricity production, hydro, aluminium industry",Electricity by hydro
416fb40b-6d75-4ce1-96a0-c6af1e1bb922,"electricity production, hydro, aluminium industry",Electricity by hydro
3683a85e-6069-4119-a464-75f3ba3a5070,"electricity production, hydro, pumped storage",Electricity by hydro
3683a85e-6069-4119-a464-75f3ba3a5070,"electricity production, hydro, pumped storage",Electricity by hydro
996cae5d-095f-4cde-b5c8-79f7b211db11,"electricity production, hydro, reservoir, alpine region",Electricity by hydro
996cae5d-095f-4cde-b5c8-79f7b211db11,"electricity production, hydro, reservoir, alpine region",Electricity by hydro
5a43f934-f2b8-4f4e-9716-72f4c71a1ef1,"electricity production, hydro, reservoir, alpine region, label-certified",Electricity by hydro
5a43f934-f2b8-4f4e-9716-72f4c71a1ef1,"electricity production, hydro, reservoir, alpine region, label-certified",Electricity by hydro
5a8dc63c-5d0b-462d-bf95-e942c5fb7c50,"electricity production, hydro, reservoir, non-alpine region",Electricity by hydro
5a8dc63c-5d0b-462d-bf95-e942c5fb7c50,"electricity production, hydro, reservoir, non-alpine region",Electricity by hydro
97f3c80c-f7e7-4146-8947-fa18c3b5b49b,"electricity production, hydro, reservoir, tropical region",Electricity by hydro
97f3c80c-f7e7-4146-8947-fa18c3b5b49b,"electricity production, hydro, reservoir, tropical region",Electricity by hydro
c47aeb72-2c49-4e77-a38d-84295b406f53,"electricity production, hydro, run-of-river",Electricity by hydro
c47aeb72-2c49-4e77-a38d-84295b406f53,"electricity production, hydro, run-of-river",Electricity by hydro
e9c204af-205a-41dc-baf8-bda181cd626c,"electricity production, hydro, run-of-river, label-certified",Electricity by hydro
e9c204af-205a-41dc-baf8-bda181cd626c,"electricity production, hydro, run-of-river, label-certified",Electricity by hydro
d1ca8079-98f6-436a-9a28-3d42770fc8e6,"electricity production, lignite",Electricity by coal
d1ca8079-98f6-436a-9a28-3d42770fc8e6,"electricity production, lignite",Electricity by coal
d31b8304-9783-4642-a5c0-a3a367be68ca,"electricity production, natural gas, 10MW",Electricity by gas
d31b8304-9783-4642-a5c0-a3a367be68ca,"electricity production, natural gas, 10MW",Electricity by gas
89888805-66fc-4b43-bd00-c274c275f704,"electricity production, natural gas, aluminium industry",Electricity by gas
89888805-66fc-4b43-bd00-c274c275f704,"electricity production, natural gas, aluminium industry",Electricity by gas
733cef34-305d-4cd3-b1f3-040a28511a1d,"electricity production, natural gas, combined cycle power plant",Electricity by gas
733cef34-305d-4cd3-b1f3-040a28511a1d,"electricity production, natural gas, combined cycle power plant",Electricity by gas
f8c9c6e3-6d00-4337-bfd9-1d6a7db87430,"electricity production, natural gas, conventional power plant",Electricity by gas
f8c9c6e3-6d00-4337-bfd9-1d6a7db87430,"electricity production, natural gas, conventional power plant",Electricity by gas
ba824c34-a83f-4991-a477-db5330e829c1,"electricity production, nuclear, aluminium industry",Electricity by nuclear
ba824c34-a83f-4991-a477-db5330e829c1,"electricity production, nuclear, aluminium industry",Electricity by nuclear
898ae627-fb6c-4b02-9158-8b50c9577a4d,"electricity production, nuclear, boiling water reactor",Electricity by nuclear
898ae627-fb6c-4b02-9158-8b50c9577a4d,"electricity production, nuclear, boiling water reactor",Electricity by nuclear
702d805d-bd7c-4d8d-82ee-65c465f3585d,"electricity production, nuclear, pressure water reactor",Electricity by nuclear
702d805d-bd7c-4d8d-82ee-65c465f3585d,"electricity production, nuclear, pressure water reactor",Electricity by nuclear
ead73ba7-3e89-4c7b-a26d-ad12c649b10a,"electricity production, nuclear, pressure water reactor, heavy water moderated",Electricity by nuclear
ead73ba7-3e89-4c7b-a26d-ad12c649b10a,"electricity production, nuclear, pressure water reactor, heavy water moderated",Electricity by nuclear
bef47fe4-24b8-48db-b8dd-47a0108d56eb,"electricity production, oil",Electricity by petroleum and other oil derivatives
bef47fe4-24b8-48db-b8dd-47a0108d56eb,"electricity production, oil",Electricity by petroleum and other oil derivatives
67efedfd-ab3d-4c5a-af07-b4720a901dd6,"electricity production, oil, aluminium industry",Electricity by petroleum and other oil derivatives
67efedfd-ab3d-4c5a-af07-b4720a901dd6,"electricity production, oil, aluminium industry",Electricity by petroleum and other oil derivatives
11d40f88-af5c-49d0-bcab-197d48145a97,"electricity production, peat",Electricity nec
11d40f88-af5c-49d0-bcab-197d48145a97,"electricity production, peat",Electricity nec
6f298111-35d8-42b8-870e-39076bd9cb88,"electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated",Electricity by solar photovoltaic
6f298111-35d8-42b8-870e-39076bd9cb88,"electricity production, photovoltaic, 3kWp facade installation, multi-Si, laminated, integrated",Electricity by solar photovoltaic
c129be8a-3453-4643-b810-b1cd262c4992,"electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted",Electricity by solar photovoltaic
c129be8a-3453-4643-b810-b1cd262c4992,"electricity production, photovoltaic, 3kWp facade installation, multi-Si, panel, mounted",Electricity by solar photovoltaic
dcc8d394-365c-4111-b244-b2123db373a4,"electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated",Electricity by solar photovoltaic
dcc8d394-365c-4111-b244-b2123db373a4,"electricity production, photovoltaic, 3kWp facade installation, single-Si, laminated, integrated",Electricity by solar photovoltaic
95228932-d8ed-4d7c-9512-d49942a047e0,"electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted",Electricity by solar photovoltaic
95228932-d8ed-4d7c-9512-d49942a047e0,"electricity production, photovoltaic, 3kWp facade installation, single-Si, panel, mounted",Electricity by solar photovoltaic
c0f1384e-32e4-43b2-be84-22f119131124,"electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si",Electricity by solar photovoltaic
c0f1384e-32e4-43b2-be84-22f119131124,"electricity production, photovoltaic, 3kWp flat-roof installation, multi-Si",Electricity by solar photovoltaic
72a7fafe-4952-4cec-86bd-7c6ef6b8d66c,"electricity production, photovoltaic, 3kWp flat-roof installation, single-Si",Electricity by solar photovoltaic
72a7fafe-4952-4cec-86bd-7c6ef6b8d66c,"electricity production, photovoltaic, 3kWp flat-roof installation, single-Si",Electricity by solar photovoltaic
563355ae-0f97-4192-b062-7aca4eb4eae1,"electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated",Electricity by solar photovoltaic
563355ae-0f97-4192-b062-7aca4eb4eae1,"electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, laminated, integrated",Electricity by solar photovoltaic
847e2e36-f2a7-4e2f-96d6-31501b4f1111,"electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted",Electricity by solar photovoltaic
847e2e36-f2a7-4e2f-96d6-31501b4f1111,"electricity production, photovoltaic, 3kWp slanted-roof installation, a-Si, panel, mounted",Electricity by solar photovoltaic
96f9b312-9c29-4f3f-ae2b-557d12418704,"electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated",Electricity by solar photovoltaic
96f9b312-9c29-4f3f-ae2b-557d12418704,"electricity production, photovoltaic, 3kWp slanted-roof installation, CdTe, laminated, integrated",Electricity by solar photovoltaic
2e955910-b216-4006-9b41-71b0db42d0d5,"electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted",Electricity by solar photovoltaic
2e955910-b216-4006-9b41-71b0db42d0d5,"electricity production, photovoltaic, 3kWp slanted-roof installation, CIS, panel, mounted",Electricity by solar photovoltaic
6ddf5188-4367-4d78-844a-dcffb678dd2b,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated",Electricity by solar photovoltaic
6ddf5188-4367-4d78-844a-dcffb678dd2b,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, laminated, integrated",Electricity by solar photovoltaic
f6e4ec24-4f0b-4d15-bf8b-c3f1eb2566f9,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted",Electricity by solar photovoltaic
f6e4ec24-4f0b-4d15-bf8b-c3f1eb2566f9,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted",Electricity by solar photovoltaic
df7c6d77-4c49-42fa-80ae-ff610c5939d3,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted, label-certified",Electricity by solar photovoltaic
df7c6d77-4c49-42fa-80ae-ff610c5939d3,"electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted, label-certified",Electricity by solar photovoltaic
69789514-b7a4-4225-ab5b-e16c3c13f850,"electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated",Electricity by solar photovoltaic
69789514-b7a4-4225-ab5b-e16c3c13f850,"electricity production, photovoltaic, 3kWp slanted-roof installation, ribbon-Si, laminated, integrated",Electricity by solar photovoltaic
