,Emission name,Unit ,Compartment,ecoinvent/simapro,ecoinvent_id,ecoinvent_unit_id,ecoinvet_casnumber,ecoinvent_formula,ecoinvent_name,ecoinvent_unit,ecoinvent_subcompartmentid,ecoinvent_compartment,ecoinvent_subcompartment,ecoinvent_synonym
211,PCB,tonnes,air,Air - Polychlorinated biphenyls,456b8003-1508-4000-a53c-752e02023445,487df68b-4994-4027-8fdc-a4dc298257b7,,,Polychlorinated biphenyls,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,PCB
212,dioxin,tonnes,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",082903e4-45d8-4078-94cb-736b15279277,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
213,dioxin,tonnes,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",e69dfe04-4b45-4e87-a6ce-08b1af61ca22,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
214,dioxin,tonnes,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",e385da6d-8c5a-42ff-a8fe-d18943079774,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
215,dioxin,tonnes,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",f77c5e36-ee47-4437-b757-03139bb1d6d6,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
216,dioxin,tonnes,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",237a5f15-8119-472a-8988-88b7ecb42405,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
217,PM10,tonnes,air,"Air - Particulates, < 10 um",,,,,,,,,,
218,"PAH (total of 4 components, sum of EM_AIR.43, 45, 46, 47)",tonnes,air,"Air - PAH, polycyclic aromatic hydrocarbons",3e5d7d91-67d7-4afb-91dd-36fab58e4685,487df68b-4994-4027-8fdc-a4dc298257b7,130498-29-2,,"PAH, polycyclic aromatic hydrocarbons",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
219,"PAH (total of 4 components, sum of EM_AIR.43, 45, 46, 47)",tonnes,air,"Air - PAH, polycyclic aromatic hydrocarbons",641ba62d-63a4-451c-bff0-aa5c08965393,487df68b-4994-4027-8fdc-a4dc298257b7,130498-29-2,,"PAH, polycyclic aromatic hydrocarbons",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
220,"PAH (total of 4 components, sum of EM_AIR.43, 45, 46, 47)",tonnes,air,"Air - PAH, polycyclic aromatic hydrocarbons",1f5330ac-e81c-45f2-8c9c-335b531faab0,487df68b-4994-4027-8fdc-a4dc298257b7,130498-29-2,,"PAH, polycyclic aromatic hydrocarbons",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
221,"PAH (total of 4 components, sum of EM_AIR.43, 45, 46, 47)",tonnes,air,"Air - PAH, polycyclic aromatic hydrocarbons",13d898ac-b9be-4723-a153-565e2a9144ac,487df68b-4994-4027-8fdc-a4dc298257b7,130498-29-2,,"PAH, polycyclic aromatic hydrocarbons",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
222,"PAH (total of 4 components, sum of EM_AIR.43, 45, 46, 47)",tonnes,air,"Air - PAH, polycyclic aromatic hydrocarbons",9d1efa17-070a-4602-a65f-daf5056b0647,487df68b-4994-4027-8fdc-a4dc298257b7,130498-29-2,,"PAH, polycyclic aromatic hydrocarbons",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
223,Benzene,tonnes,air,Air - Benzene,28999907-a8a7-45b3-857e-836495ca2aa0,487df68b-4994-4027-8fdc-a4dc298257b7,000071-43-2,,Benzene,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
224,Benzene,tonnes,air,Air - Benzene,8476d82a-4a17-4c08-8339-efd46c6518e7,487df68b-4994-4027-8fdc-a4dc298257b7,000071-43-2,,Benzene,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
225,Benzene,tonnes,air,Air - Benzene,eb15dd66-43ee-4161-ac90-2cd6d19ca72d,487df68b-4994-4027-8fdc-a4dc298257b7,000071-43-2,,Benzene,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
226,Benzene,tonnes,air,Air - Benzene,5e883a00-04e6-4d96-8dce-12d7117c6635,487df68b-4994-4027-8fdc-a4dc298257b7,000071-43-2,,Benzene,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
227,Benzene,tonnes,air,Air - Benzene,1bb6a502-3ff9-4a79-835c-5588b855f1f5,487df68b-4994-4027-8fdc-a4dc298257b7,000071-43-2,,Benzene,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
228,"1,3 Butadiene",tonnes,air,Air - Butadiene,5064da53-d4ec-44ee-ba23-b20a4f8c4964,487df68b-4994-4027-8fdc-a4dc298257b7,000106-99-0,,Butadiene,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,"Buta-1,3-diene,1,3-butadiene,vinyl ethylene,Pyrrolylene,Biethylene"
229,"1,3 Butadiene",tonnes,air,Air - Butadiene,0315d855-dff2-44af-bb37-1b855df53d69,487df68b-4994-4027-8fdc-a4dc298257b7,000106-99-0,,Butadiene,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term","1,3-butadiene,Pyrrolylene,Biethylene,Buta-1,3-diene,vinyl ethylene"
230,"1,3 Butadiene",tonnes,air,Air - Butadiene,91c76c8e-d725-475d-9be6-a90b99747075,487df68b-4994-4027-8fdc-a4dc298257b7,000106-99-0,,Butadiene,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,"1,3-butadiene,Buta-1,3-diene,Pyrrolylene,Biethylene,vinyl ethylene"
231,"1,3 Butadiene",tonnes,air,Air - Butadiene,8a970585-5ce2-4226-b60d-df1c34649a56,487df68b-4994-4027-8fdc-a4dc298257b7,000106-99-0,,Butadiene,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,"Biethylene,vinyl ethylene,Pyrrolylene,Buta-1,3-diene,1,3-butadiene"
232,"1,3 Butadiene",tonnes,air,Air - Butadiene,e7140812-ce3d-49f5-97b0-2fef538217a5,487df68b-4994-4027-8fdc-a4dc298257b7,000106-99-0,,Butadiene,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,"Pyrrolylene,vinyl ethylene,Biethylene,Buta-1,3-diene,1,3-butadiene"
233,Formaldehyd,tonnes,air,Air - Formaldehyde,a861cfae-a310-4e9d-b9eb-5d555c9a684c,487df68b-4994-4027-8fdc-a4dc298257b7,000050-00-0,,Formaldehyde,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
234,Formaldehyd,tonnes,air,Air - Formaldehyde,1258b87f-6a94-4c0f-a51a-cef98a3bf534,487df68b-4994-4027-8fdc-a4dc298257b7,000050-00-0,,Formaldehyde,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
235,Formaldehyd,tonnes,air,Air - Formaldehyde,22b0b296-d066-4159-a44b-69fdb17dc802,487df68b-4994-4027-8fdc-a4dc298257b7,000050-00-0,,Formaldehyde,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
236,Formaldehyd,tonnes,air,Air - Formaldehyde,9167dca7-615e-435c-8ba6-dbbf50e50e34,487df68b-4994-4027-8fdc-a4dc298257b7,000050-00-0,,Formaldehyde,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
237,Formaldehyd,tonnes,air,Air - Formaldehyde,20664d0e-24e3-4daa-8c5c-2ade6e0c2723,487df68b-4994-4027-8fdc-a4dc298257b7,000050-00-0,,Formaldehyde,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
238,PM2.5,tonnes,air,"Air - Particulates, < 2.5 um",21e46cb8-6233-4c99-bac3-c41d2ab99498,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Particulates, < 2.5 um",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
239,PM2.5,tonnes,air,"Air - Particulates, < 2.5 um",051aaf7a-6c1a-4e86-999f-85d5f0830df6,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Particulates, < 2.5 um",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
240,PM2.5,tonnes,air,"Air - Particulates, < 2.5 um",ddd99a3a-be86-423d-b36a-a9dc8af1b1f8,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Particulates, < 2.5 um",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
241,PM2.5,tonnes,air,"Air - Particulates, < 2.5 um",66f50b33-fd62-4fdd-a373-c5b0de7de00d,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Particulates, < 2.5 um",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
242,PM2.5,tonnes,air,"Air - Particulates, < 2.5 um",230d8a0a-517c-43fe-8357-1818dd12997a,487df68b-4994-4027-8fdc-a4dc298257b7,,,"Particulates, < 2.5 um",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
243,Furans,tonnes,air,Air - Furan,284d6491-de2c-4124-95db-7732cbb5136c,487df68b-4994-4027-8fdc-a4dc298257b7,000110-00-9,,Furan,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,"furfuran,Oxacyclopentadiene,Tetrole,Divinylene oxide,1,4-epoxy-1,3-butadiene,Axole,Oxole"
244,Furans,tonnes,air,Air - Furan,a5856dc0-2980-41cc-a93f-a1699fcf4890,487df68b-4994-4027-8fdc-a4dc298257b7,000110-00-9,,Furan,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term","Axole,1,4-epoxy-1,3-butadiene,furfuran,Oxacyclopentadiene,Tetrole,Divinylene oxide,Oxole"
245,Furans,tonnes,air,Air - Furan,3d20d2fc-2e7e-4c8c-a77d-91bd822a1dfe,487df68b-4994-4027-8fdc-a4dc298257b7,000110-00-9,,Furan,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,"Oxacyclopentadiene,Tetrole,Oxole,furfuran,Divinylene oxide,Axole,1,4-epoxy-1,3-butadiene"
246,Furans,tonnes,air,Air - Furan,142ce3b0-4bd6-47a3-9991-7c657c947ffe,487df68b-4994-4027-8fdc-a4dc298257b7,000110-00-9,,Furan,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
247,Furans,tonnes,air,Air - Furan,585da516-b59a-43b4-83c1-6ccf4d28c83b,487df68b-4994-4027-8fdc-a4dc298257b7,000110-00-9,,Furan,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,"Oxacyclopentadiene,furfuran,1,4-epoxy-1,3-butadiene,Oxole,Axole,Divinylene oxide,Tetrole"
248,Benzo-[a]-pyrene,tonnes,air,Air - Benzo(a)pyrene,5e13c2ab-5466-4ff5-816d-702dfdf25f76,487df68b-4994-4027-8fdc-a4dc298257b7,000050-32-8,,Benzo(a)pyrene,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
249,Benzo-[a]-pyrene,tonnes,air,Air - Benzo(a)pyrene,32d98afc-e42b-46f6-b53e-9c949875ab20,487df68b-4994-4027-8fdc-a4dc298257b7,000050-32-8,,Benzo(a)pyrene,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",BaP
250,Benzo-[a]-pyrene,tonnes,air,Air - Benzo(a)pyrene,4e054ec3-6e16-4544-8ef8-69b22414adf6,487df68b-4994-4027-8fdc-a4dc298257b7,000050-32-8,,Benzo(a)pyrene,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,BaP
251,Benzo-[a]-pyrene,tonnes,air,Air - Benzo(a)pyrene,81c4ba39-8a3f-4a43-97b4-401605bbebf5,487df68b-4994-4027-8fdc-a4dc298257b7,000050-32-8,,Benzo(a)pyrene,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
252,Benzo-[a]-pyrene,tonnes,air,Air - Benzo(a)pyrene,2cbb504a-ce2f-40e9-9d38-e130e95a1242,487df68b-4994-4027-8fdc-a4dc298257b7,000050-32-8,,Benzo(a)pyrene,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
253,PBDEs,tonnes,air,Air - Pentabromodiphenyl ether,,,,,,,,,,
254,Benzo-[b]-fluoranthene,tonnes,air,Air - Benzo(b)fluoranthene,35357464-0d86-4bbd-940f-7d0dd8e5df57,487df68b-4994-4027-8fdc-a4dc298257b7,205-99-2,,Benzo(b)fluoranthene,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
255,Benzo-[k]-fluoranthene,tonnes,air,Air - Benzo(k)fluoranthene,cc5f1637-8aa5-442f-a8c6-43c8739944a0,487df68b-4994-4027-8fdc-a4dc298257b7,0207-08-09,,Benzo(k)fluoranthene,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
256,"Indeno-[1,2,3-cd]-pyrene",tonnes,air,"Air - Indeno(1,2,3-cd)pyrene",76608f33-7127-47f2-9718-383b3efe3b43,487df68b-4994-4027-8fdc-a4dc298257b7,193-39-5,,"Indeno(1,2,3-cd)pyrene",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
257,HCB,tonnes,air,"Air - Benzene, hexachloro-",04f42988-6207-4d09-a91f-155be8d27eb0,487df68b-4994-4027-8fdc-a4dc298257b7,000118-74-1,,"Benzene, hexachloro-",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,"HCB,Hexachlorbenzol"
258,HCB,tonnes,air,"Air - Benzene, hexachloro-",964acc40-2da6-45f1-938b-da109b81d27f,487df68b-4994-4027-8fdc-a4dc298257b7,000118-74-1,,"Benzene, hexachloro-",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term","HCB,Hexachlorbenzol"
259,HCB,tonnes,air,"Air - Benzene, hexachloro-",fcd292e0-69dd-4093-9cd4-ff2e0b8c9b69,487df68b-4994-4027-8fdc-a4dc298257b7,000118-74-1,,"Benzene, hexachloro-",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,"HCB,Hexachlorbenzol"
260,HCB,tonnes,air,"Air - Benzene, hexachloro-",a028cff8-e405-4d44-8322-f46e9e51bcdc,487df68b-4994-4027-8fdc-a4dc298257b7,000118-74-1,,"Benzene, hexachloro-",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,"Hexachlorbenzol,HCB"
261,HCB,tonnes,air,"Air - Benzene, hexachloro-",1af44724-172c-462b-b277-bb4b2fd32c33,487df68b-4994-4027-8fdc-a4dc298257b7,000118-74-1,,"Benzene, hexachloro-",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
262,PCDD/F (dioxins and furans),tonnes I-TEQ,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",082903e4-45d8-4078-94cb-736b15279277,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
263,PCDD/F (dioxins and furans),tonnes I-TEQ,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",e69dfe04-4b45-4e87-a6ce-08b1af61ca22,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
264,PCDD/F (dioxins and furans),tonnes I-TEQ,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",e385da6d-8c5a-42ff-a8fe-d18943079774,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
265,PCDD/F (dioxins and furans),tonnes I-TEQ,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",f77c5e36-ee47-4437-b757-03139bb1d6d6,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
266,PCDD/F (dioxins and furans),tonnes I-TEQ,air,"Air - Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",237a5f15-8119-472a-8988-88b7ecb42405,487df68b-4994-4027-8fdc-a4dc298257b7,1746-01-06,,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
267,TSP (total suspended particulate),tonnes,air,Air - TSP,,,,,,,,,,
268,N,tonnes,water,"Water - Nitrogen, total",0c150bb4-fd1a-43f8-b6c9-5dfda8dadb6c,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,a119c440-7e83-4655-a874-97fe1468315a,water,ground-,
269,N,tonnes,water,"Water - Nitrogen, total",ae70ca6c-807a-482b-9ddc-e449b4893fe3,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,963f8022-3e2e-4be9-ad4d-b3b7a2282099,water,surface water,
270,N,tonnes,water,"Water - Nitrogen, total",996829cc-2d40-418a-beda-7c50399952f9,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,65f8d2a1-63ed-479c-b86c-3bcf38e86320,water,ocean,
271,N,tonnes,water,"Water - Nitrogen, total",dcfe0815-6fa3-4e1d-a55e-155b29904f1d,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,e47f0a6c-3be8-4027-9eee-de251784f708,water,unspecified,
272,N,tonnes,water,"Water - Nitrogen, total",42eeb663-34dc-4394-8a07-e4d8e45a7e2d,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,aa4362e0-b20a-448b-b2a0-261f4510deb5,water,"ground-, long-term",
273,P,tonnes,water,"Water - Phosphorus, total",b2631209-8374-431e-b7d5-56c96c6b6d79,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,963f8022-3e2e-4be9-ad4d-b3b7a2282099,water,surface water,
274,P,tonnes,water,"Water - Phosphorus, total",b1fca66f-8e83-469a-a7b5-018e14d5d545,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,a119c440-7e83-4655-a874-97fe1468315a,water,ground-,
275,P,tonnes,water,"Water - Phosphorus, total",62f3d964-9b53-4d01-9ee0-04112dcfc6d2,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,65f8d2a1-63ed-479c-b86c-3bcf38e86320,water,ocean,
276,P,tonnes,water,"Water - Phosphorus, total",2d4b8ec1-8d53-4e62-8a11-ebc45909b02e,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,e47f0a6c-3be8-4027-9eee-de251784f708,water,unspecified,
277,P,tonnes,water,"Water - Phosphorus, total",76b09afe-52b9-4ecc-b97a-00b49ad8ed1a,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,aa4362e0-b20a-448b-b2a0-261f4510deb5,water,"ground-, long-term",
278,BOD,tonnes,water,"Water - BOD5, Biological Oxygen Demand",57c27ba7-a61a-4932-8cd5-095c88ff0245,487df68b-4994-4027-8fdc-a4dc298257b7,,,"BOD5, Biological Oxygen Demand",kg,a119c440-7e83-4655-a874-97fe1468315a,water,ground-,
279,BOD,tonnes,water,"Water - BOD5, Biological Oxygen Demand",70d467b6-115e-43c5-add2-441de9411348,487df68b-4994-4027-8fdc-a4dc298257b7,,,"BOD5, Biological Oxygen Demand",kg,963f8022-3e2e-4be9-ad4d-b3b7a2282099,water,surface water,
280,BOD,tonnes,water,"Water - BOD5, Biological Oxygen Demand",f012d2d5-ebb4-4531-8285-0b98af3dcbd4,487df68b-4994-4027-8fdc-a4dc298257b7,,,"BOD5, Biological Oxygen Demand",kg,65f8d2a1-63ed-479c-b86c-3bcf38e86320,water,ocean,
281,BOD,tonnes,water,"Water - BOD5, Biological Oxygen Demand",91955aba-6ebc-4413-9342-f0298860b4aa,487df68b-4994-4027-8fdc-a4dc298257b7,,,"BOD5, Biological Oxygen Demand",kg,e47f0a6c-3be8-4027-9eee-de251784f708,water,unspecified,
282,BOD,tonnes,water,"Water - BOD5, Biological Oxygen Demand",aedea697-930a-4a0e-9e4f-b9c369aa9a33,487df68b-4994-4027-8fdc-a4dc298257b7,,,"BOD5, Biological Oxygen Demand",kg,aa4362e0-b20a-448b-b2a0-261f4510deb5,water,"ground-, long-term",
283,N,tonnes,soil,"Soil - Nitrogen, total",7ce704ce-2a44-448b-b198-f00bf5928b4b,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
284,N,tonnes,soil,"Soil - Nitrogen, total",994129c0-37ba-464f-a222-a8231715dae2,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
285,N,tonnes,soil,"Soil - Nitrogen, total",eadc37a4-8b1e-4dd2-8f4a-39d89d5f39ba,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
286,N,tonnes,soil,"Soil - Nitrogen, total",b748f6f1-7061-4243-89c7-3f2d01dcec07,487df68b-4994-4027-8fdc-a4dc298257b7,007727-37-9,,Nitrogen,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
287,P,tonnes,soil,"Soil - Phosphorus, total",c89a0749-40a5-4c9c-8770-c4295ea34977,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
288,P,tonnes,soil,"Soil - Phosphorus, total",2f8952b0-c90c-4e3d-b546-52b862fc8f11,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
289,P,tonnes,soil,"Soil - Phosphorus, total",b6e2f7f4-6b2e-4b3e-be1f-67626cb8205d,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
290,P,tonnes,soil,"Soil - Phosphorus, total",8b0a4a41-c65c-4d94-b10c-94ddb98abdd2,487df68b-4994-4027-8fdc-a4dc298257b7,007723-14-0,,Phosphorus,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
291,Cd,tonnes,soil,Soil - Cadmium,e429b852-e421-4fcb-8a9b-b0241863bfb2,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
292,Cd,tonnes,soil,Soil - Cadmium,b03642f4-8fa3-44df-ba91-7bcf5677d9a7,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
293,Cd,tonnes,soil,Soil - Cadmium,89721e33-60fa-4447-bfc6-2f27d44a7893,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
294,Cd,tonnes,soil,Soil - Cadmium,12d6029e-3801-42ee-a1bc-1ebf936884fc,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
295,Cu,tonnes,soil,Soil - Copper,7e66a41c-d311-4949-bdd8-eef09cdcfa47,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
296,Cu,tonnes,soil,Soil - Copper,237ca6bc-2f0a-4416-a0e3-bd512f038f2e,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
297,Cu,tonnes,soil,Soil - Copper,0a5e8a67-f9ae-48b3-bfa7-e9d37c30a191,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
298,Cu,tonnes,soil,Soil - Copper,44d3e792-7c9e-48ab-9de9-acfa2e097f26,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
299,Zn,tonnes,soil,Soil - Zinc,84aa799e-9d98-4d34-85e0-516d28ab1be9,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
300,Zn,tonnes,soil,Soil - Zinc,8d226423-1351-4366-b09f-d16c9e38683c,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,15f47463-77ea-40d0-bfe8-ca632819f556,soil,forestry,
301,Zn,tonnes,soil,Soil - Zinc,b88999ec-84fd-462d-9dec-7e20a4636a58,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,912f1ae3-734e-4cc6-bbf7-0f36843cd7de,soil,industrial,
302,Zn,tonnes,soil,Soil - Zinc,77887584-ddca-4920-952c-3609730e0c13,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,dbeb0ac7-0dec-439e-887a-9924cc8005dd,soil,unspecified,
303,Pb,tonnes,soil,Soil - Lead,4010918f-7fd0-4925-8fbb-8fd7a44a806c,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,e1bc9a16-5b6a-494f-98ef-49f461b1a11e,soil,agricultural,
