,Emission name,Unit ,Compartment,ecoinvent/simapro,ecoinvent_id,ecoinvent_unit_id,ecoinvet_casnumber,ecoinvent_formula,ecoinvent_name,ecoinvent_unit,ecoinvent_subcompartmentid,ecoinvent_compartment,ecoinvent_subcompartment,ecoinvent_synonym
107,CFCs,tonnes,air,Air - CFC as CO2-eq,3feb6415-ae50-4bb7-b9d1-c18d99f8a87f,487df68b-4994-4027-8fdc-a4dc298257b7,000075-69-4,,"Methane, trichlorofluoro-, CFC-11",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",R11
108,CFCs,tonnes,air,Air - CFC as CO2-eq,6e61b542-5681-44f4-afcb-e30368bca420,487df68b-4994-4027-8fdc-a4dc298257b7,000075-69-4,,"Methane, trichlorofluoro-, CFC-11",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,R11
109,CFCs,tonnes,air,Air - CFC as CO2-eq,a916ca1b-4ece-4630-a563-ae3253efc04f,487df68b-4994-4027-8fdc-a4dc298257b7,000075-69-4,,"Methane, trichlorofluoro-, CFC-11",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,R11
110,CFCs,tonnes,air,Air - CFC as CO2-eq,33a69662-583b-45b8-8cb9-94f59fca9133,487df68b-4994-4027-8fdc-a4dc298257b7,000075-69-4,,"Methane, trichlorofluoro-, CFC-11",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,R11
111,HCFCs,tonnes,air,Air - HCFC as CO2-eq,ce6294f5-2ed7-46ee-a967-33e265e34455,487df68b-4994-4027-8fdc-a4dc298257b7,000071-55-6,,"Ethane, 1,1,1-trichloro-, HCFC-140",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
112,HCFCs,tonnes,air,Air - HCFC as CO2-eq,f8ee4881-a003-4e18-aa2a-d9daf97d76f7,487df68b-4994-4027-8fdc-a4dc298257b7,000071-55-6,,"Ethane, 1,1,1-trichloro-, HCFC-140",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term","1,1,1-Trichlorethan"
113,HCFCs,tonnes,air,Air - HCFC as CO2-eq,9e7d019f-c8c0-4631-9bbb-ced3e081c90d,487df68b-4994-4027-8fdc-a4dc298257b7,000071-55-6,,"Ethane, 1,1,1-trichloro-, HCFC-140",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,"1,1,1-Trichlorethan"
114,HCFCs,tonnes,air,Air - HCFC as CO2-eq,99585564-bfce-4845-9aaa-2f24b8f26a41,487df68b-4994-4027-8fdc-a4dc298257b7,000071-55-6,,"Ethane, 1,1,1-trichloro-, HCFC-140",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
115,HCFCs,tonnes,air,Air - HCFC as CO2-eq,818cee9e-231c-4b53-8ed2-47a0001802d5,487df68b-4994-4027-8fdc-a4dc298257b7,000071-55-6,,"Ethane, 1,1,1-trichloro-, HCFC-140",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,"1,1,1-Trichlorethan"
116,HCFCs,tonnes,air,Air - HCFC as CO2-eq,843fd145-61ac-4fa7-a608-ce4ac4d88d49,487df68b-4994-4027-8fdc-a4dc298257b7,001717-00-6,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,R141b
117,HCFCs,tonnes,air,Air - HCFC as CO2-eq,b018c97d-8fea-4258-b4d3-6a65669c77f4,487df68b-4994-4027-8fdc-a4dc298257b7,001717-00-6,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",R141b
118,HCFCs,tonnes,air,Air - HCFC as CO2-eq,8c193650-c4ae-4e9a-b25b-eaa7b2b9ea2d,487df68b-4994-4027-8fdc-a4dc298257b7,001717-00-6,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,R141b
119,HCFCs,tonnes,air,Air - HCFC as CO2-eq,416eedbd-a7b4-4693-8031-9bfaa2f20ebc,487df68b-4994-4027-8fdc-a4dc298257b7,001717-00-6,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,R141b
120,HCFCs,tonnes,air,Air - HCFC as CO2-eq,033d3a16-e1a2-4ce8-8769-f4ea867801ca,487df68b-4994-4027-8fdc-a4dc298257b7,001717-00-6,,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,R141b
121,HCFCs,tonnes,air,Air - HCFC as CO2-eq,ba781ac6-cdf1-4a09-86b5-76b19ed3438b,487df68b-4994-4027-8fdc-a4dc298257b7,000075-68-3,,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,R142b
122,HCFCs,tonnes,air,Air - HCFC as CO2-eq,50432644-8568-444e-b7e7-8e37a7e1f3e3,487df68b-4994-4027-8fdc-a4dc298257b7,000075-68-3,,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",R142b
123,HCFCs,tonnes,air,Air - HCFC as CO2-eq,1652c2e3-c6c5-49e1-9ad1-34c188087ca6,487df68b-4994-4027-8fdc-a4dc298257b7,000075-68-3,,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,"R142b; Ethane, 1-chloro-1,1-difluoro-, HCFC-142b"
124,HCFCs,tonnes,air,Air - HCFC as CO2-eq,95b6f6da-49f9-413d-8ff5-5342d6cff588,487df68b-4994-4027-8fdc-a4dc298257b7,000075-68-3,,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,R142b
125,HCFCs,tonnes,air,Air - HCFC as CO2-eq,400be66e-4383-482a-93e3-c005e96de261,487df68b-4994-4027-8fdc-a4dc298257b7,000075-68-3,,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,R142b
126,HCFCs,tonnes,air,Air - HCFC as CO2-eq,050da0cd-2957-45a9-ae7a-ace372083fe5,487df68b-4994-4027-8fdc-a4dc298257b7,000306-83-2,,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,R123
127,HCFCs,tonnes,air,Air - HCFC as CO2-eq,f322122f-3059-4cfb-8754-efc82548e7f0,487df68b-4994-4027-8fdc-a4dc298257b7,000306-83-2,,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",R123
128,HCFCs,tonnes,air,Air - HCFC as CO2-eq,2fff3bda-1eec-4166-9969-bc9e757c8e8e,487df68b-4994-4027-8fdc-a4dc298257b7,000306-83-2,,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,R123
129,HCFCs,tonnes,air,Air - HCFC as CO2-eq,2cbc6042-2cee-4668-8017-d7f805d9029e,487df68b-4994-4027-8fdc-a4dc298257b7,000306-83-2,,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,R123
130,HCFCs,tonnes,air,Air - HCFC as CO2-eq,db907ff7-6cf0-4f88-9376-116262dfad6d,487df68b-4994-4027-8fdc-a4dc298257b7,000306-83-2,,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,R123
131,HCFCs,tonnes,air,Air - HCFC as CO2-eq,60268f3d-468b-487e-acb1-24d7250cb6b3,487df68b-4994-4027-8fdc-a4dc298257b7,002837-89-0,,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,R124
132,HCFCs,tonnes,air,Air - HCFC as CO2-eq,0bf92802-8b5e-43f5-a261-95c06bd5c551,487df68b-4994-4027-8fdc-a4dc298257b7,002837-89-0,,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",R124
133,HCFCs,tonnes,air,Air - HCFC as CO2-eq,9b7e5cbf-e1eb-420d-ad43-248df23457ee,487df68b-4994-4027-8fdc-a4dc298257b7,002837-89-0,,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,R124
134,HCFCs,tonnes,air,Air - HCFC as CO2-eq,71a6ea76-6642-4573-bed2-c1884e6792fd,487df68b-4994-4027-8fdc-a4dc298257b7,002837-89-0,,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,R124
135,HCFCs,tonnes,air,Air - HCFC as CO2-eq,27f61651-96a5-45c7-9873-832626cf6905,487df68b-4994-4027-8fdc-a4dc298257b7,002837-89-0,,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,R124
136,HCFCs,tonnes,air,Air - HCFC as CO2-eq,18c582fe-7336-4138-8797-2db8b7a754c7,487df68b-4994-4027-8fdc-a4dc298257b7,000075-45-6,,"Methane, chlorodifluoro-, HCFC-22",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
137,HCFCs,tonnes,air,Air - HCFC as CO2-eq,9b505d7c-4239-40e0-9dbe-55d38f3b85b3,487df68b-4994-4027-8fdc-a4dc298257b7,000075-45-6,,"Methane, chlorodifluoro-, HCFC-22",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
138,HCFCs,tonnes,air,Air - HCFC as CO2-eq,26991da1-c263-4707-9f85-78685acc94dc,487df68b-4994-4027-8fdc-a4dc298257b7,000075-45-6,,"Methane, chlorodifluoro-, HCFC-22",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
139,HCFCs,tonnes,air,Air - HCFC as CO2-eq,56b7d3b6-83d7-42b0-a65b-5ad23e29db47,487df68b-4994-4027-8fdc-a4dc298257b7,000075-45-6,,"Methane, chlorodifluoro-, HCFC-22",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
140,HCFCs,tonnes,air,Air - HCFC as CO2-eq,8ca6c84b-7f56-47e6-8d17-4f2dbc49a943,487df68b-4994-4027-8fdc-a4dc298257b7,000075-45-6,,"Methane, chlorodifluoro-, HCFC-22",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
141,HCFCs,tonnes,air,Air - HCFC as CO2-eq,5eafb840-6f50-418d-98bd-27b86f75613c,487df68b-4994-4027-8fdc-a4dc298257b7,000593-70-4,,"Methane, chloro-fluoro-, HCFC-31",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
142,HCFCs,tonnes,air,Air - HCFC as CO2-eq,8b1912e7-fa62-4fa7-9d33-46da503ad788,487df68b-4994-4027-8fdc-a4dc298257b7,000593-70-4,,"Methane, chloro-fluoro-, HCFC-31",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
143,HCFCs,tonnes,air,Air - HCFC as CO2-eq,41f45128-cebe-4ece-aafa-7406a5c98775,487df68b-4994-4027-8fdc-a4dc298257b7,000593-70-4,,"Methane, chloro-fluoro-, HCFC-31",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
144,HCFCs,tonnes,air,Air - HCFC as CO2-eq,46ecffe9-d6c6-4763-b575-dd73d5bdd727,487df68b-4994-4027-8fdc-a4dc298257b7,000593-70-4,,"Methane, chloro-fluoro-, HCFC-31",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
145,HCFCs,tonnes,air,Air - HCFC as CO2-eq,5fa05c4f-8766-41ff-9dd1-fa47c0b7ea48,487df68b-4994-4027-8fdc-a4dc298257b7,000593-70-4,,"Methane, chloro-fluoro-, HCFC-31",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
146,HCFCs,tonnes,air,Air - HCFC as CO2-eq,04a6edb8-624a-484e-8f85-d771657adae7,487df68b-4994-4027-8fdc-a4dc298257b7,000075-43-4,,"Methane, dichlorofluoro-, HCFC-21",kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
147,HCFCs,tonnes,air,Air - HCFC as CO2-eq,34de4196-871a-4db8-a182-589ab780a935,487df68b-4994-4027-8fdc-a4dc298257b7,000075-43-4,,"Methane, dichlorofluoro-, HCFC-21",kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
148,HCFCs,tonnes,air,Air - HCFC as CO2-eq,de8d76cb-7216-4e6f-8bf2-8cdf76e99902,487df68b-4994-4027-8fdc-a4dc298257b7,000075-43-4,,"Methane, dichlorofluoro-, HCFC-21",kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
149,HCFCs,tonnes,air,Air - HCFC as CO2-eq,727835b8-c650-4d46-882f-35b2a366b559,487df68b-4994-4027-8fdc-a4dc298257b7,000075-43-4,,"Methane, dichlorofluoro-, HCFC-21",kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
150,HCFCs,tonnes,air,Air - HCFC as CO2-eq,3c8af80d-7ff8-43f4-b1a7-cef73b1b4682,487df68b-4994-4027-8fdc-a4dc298257b7,000075-43-4,,"Methane, dichlorofluoro-, HCFC-21",kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
151,Pb,tonnes,air,Air - Lead,8e123669-94d3-41d8-9480-a79211fe7c43,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
152,Pb,tonnes,air,Air - Lead,9ee7f4ab-b826-47ae-8623-e138f944b42e,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
153,Pb,tonnes,air,Air - Lead,fe4613d7-1ed8-427d-9b06-c8e8f4f5e1b1,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
154,Pb,tonnes,air,Air - Lead,2718482b-8399-442e-b89a-52fbcc22d2e6,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
155,Pb,tonnes,air,Air - Lead,6a903634-c97f-4c49-a7c0-88f0e6ac7a23,487df68b-4994-4027-8fdc-a4dc298257b7,007439-92-1,,Lead,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
156,Cd,tonnes,air,Air - Cadmium,1c5a7322-9261-4d59-a692-adde6c12de92,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
157,Cd,tonnes,air,Air - Cadmium,23eaa36d-add4-4219-961e-ca7104dc0de9,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
158,Cd,tonnes,air,Air - Cadmium,dd1bbaa1-d1f1-4584-aeb2-6f02bfb04e87,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
159,Cd,tonnes,air,Air - Cadmium,e2d58f90-9aac-4ac4-87f7-bbd6cfc358e3,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
160,Cd,tonnes,air,Air - Cadmium,36e53653-1338-42c7-816c-f6667809e0b1,487df68b-4994-4027-8fdc-a4dc298257b7,007440-43-9,,Cadmium,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
161,Hg,tonnes,air,Air - Mercury,71234253-b3a7-4dfe-b166-a484ad15bee7,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
162,Hg,tonnes,air,Air - Mercury,dc90db73-6f27-403d-baf1-cb7e0b6cae31,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
163,Hg,tonnes,air,Air - Mercury,48aa661d-be05-4c24-94fe-8d6feb3dcb31,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
164,Hg,tonnes,air,Air - Mercury,5ec9c16a-959d-44cd-be7d-a935727d2151,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
165,Hg,tonnes,air,Air - Mercury,a850e6de-a007-432f-be7f-ce6e2cf1f2ae,487df68b-4994-4027-8fdc-a4dc298257b7,007439-97-6,,Mercury,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
166,As,tonnes,air,Air - Arsenic,dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,487df68b-4994-4027-8fdc-a4dc298257b7,007440-38-2,,Arsenic,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
167,As,tonnes,air,Air - Arsenic,ed751c30-a896-44f3-9a83-2a5328dde94d,487df68b-4994-4027-8fdc-a4dc298257b7,007440-38-2,,Arsenic,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
168,As,tonnes,air,Air - Arsenic,cfce0b1a-2873-46fa-8e12-afb5a4213886,487df68b-4994-4027-8fdc-a4dc298257b7,007440-38-2,,Arsenic,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
169,As,tonnes,air,Air - Arsenic,7348af7c-e102-4a03-a0df-efce16469eed,487df68b-4994-4027-8fdc-a4dc298257b7,007440-38-2,,Arsenic,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
170,As,tonnes,air,Air - Arsenic,f4d0a2c8-efef-4188-85da-5801097389a2,487df68b-4994-4027-8fdc-a4dc298257b7,007440-38-2,,Arsenic,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
171,Cr,tonnes,air,Air - Chromium,e142b577-e934-4085-9a07-3983d4d92afb,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
172,Cr,tonnes,air,Air - Chromium,6b29d83a-c43c-484c-8e73-474a8a22d71e,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
173,Cr,tonnes,air,Air - Chromium,2a5ed451-12a2-47db-b4dc-fa0bfbc01d79,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
174,Cr,tonnes,air,Air - Chromium,4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
175,Cr,tonnes,air,Air - Chromium,7705f0e1-5b14-44f4-b330-1245b5c7fc08,487df68b-4994-4027-8fdc-a4dc298257b7,007440-47-3,,Chromium,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
176,Cu,tonnes,air,Air - Copper,ec8144d6-d123-43b1-9c17-a295422a0498,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
177,Cu,tonnes,air,Air - Copper,fd153f15-1d16-410a-91fa-04d205e36c43,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
178,Cu,tonnes,air,Air - Copper,3573a5af-88f8-4f74-ade7-cd269cbc4e66,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
179,Cu,tonnes,air,Air - Copper,e336eee7-148a-4d1c-8027-780cbfafa12b,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
180,Cu,tonnes,air,Air - Copper,88cde01c-df69-40bb-9b14-6eac71bea5b8,487df68b-4994-4027-8fdc-a4dc298257b7,007440-50-8,,Copper,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
181,Ni,tonnes,air,Air - Nickel,a5506f4b-113f-4713-95c3-c819dde6e48b,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
182,Ni,tonnes,air,Air - Nickel,c89873de-cd23-4323-a948-f5cfeebd2fc9,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
183,Ni,tonnes,air,Air - Nickel,0545c382-2312-43b6-9ec3-63dbb1438565,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
184,Ni,tonnes,air,Air - Nickel,e8fc62ba-678e-4706-97d2-b79d83e227d5,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
185,Ni,tonnes,air,Air - Nickel,e43a270f-4f88-4789-a0b8-7aba56677743,487df68b-4994-4027-8fdc-a4dc298257b7,007440-02-0,,Nickel,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
186,Se,tonnes,air,Air - Selenium,454c61fd-c52b-4a04-9731-f141bb7b5264,487df68b-4994-4027-8fdc-a4dc298257b7,007782-49-2,,Selenium,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
187,Se,tonnes,air,Air - Selenium,93e71b71-05d4-4a44-a85a-592a6f21cf0c,487df68b-4994-4027-8fdc-a4dc298257b7,007782-49-2,,Selenium,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
188,Se,tonnes,air,Air - Selenium,fbfabc26-84d9-46cd-9d1b-1a0060325b64,487df68b-4994-4027-8fdc-a4dc298257b7,007782-49-2,,Selenium,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
189,Se,tonnes,air,Air - Selenium,e6551223-73b6-4289-b841-c5cdeb25abd9,487df68b-4994-4027-8fdc-a4dc298257b7,007782-49-2,,Selenium,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
190,Se,tonnes,air,Air - Selenium,a79be2ee-ac83-4328-a136-a34ba1f99089,487df68b-4994-4027-8fdc-a4dc298257b7,007782-49-2,,Selenium,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
191,Zn,tonnes,air,Air - Zinc,5ce378a0-b48d-471c-977d-79681521efde,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,
192,Zn,tonnes,air,Air - Zinc,8f871bab-96dc-49d9-bf08-12cdd0715901,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",
193,Zn,tonnes,air,Air - Zinc,87a69874-34f9-4070-a525-aa301ab2634b,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,
194,Zn,tonnes,air,Air - Zinc,ada3ecfe-8244-4389-bcce-e83ca4f66e09,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,
195,Zn,tonnes,air,Air - Zinc,748f22a9-eba4-4726-bef5-92c7442ce189,487df68b-4994-4027-8fdc-a4dc298257b7,007440-66-6,,Zinc,kg,e8d7772c-55ca-4dd7-b605-fee5ae764578,air,urban air close to ground,
196,Aldrin,tonnes,air,Air - Aldrin,,,,,,,,,,
197,Chlordane,tonnes,air,Air - Chlordane,,,,,,,,,,
198,Chlordecone,tonnes,air,Air - Kepone,,,,,,,,,,
199,Dieldrin,tonnes,air,Air - Dieldrin,,,,,,,,,,
200,Endrin,tonnes,air,Air - Endrin,,,,,,,,,,
201,Heptachlor,tonnes,air,Air - Heptachlor,,,,,,,,,,
202,Hexabr.-biph.,tonnes,air,Air - Polybrominated biphenyls,,,,,,,,,,
203,Mirex,tonnes,air,Air - Mirex,,,,,,,,,,
204,Toxaphene,tonnes,air,Air - Toxaphene,,,,,,,,,,
205,HCH,tonnes,air,Air - Hexachlorocyclohexane,,,,,,,,,,
206,DDT,tonnes,air,Air - DDT,,,,,,,,,,
207,PCB,tonnes,air,Air - Polychlorinated biphenyls,c9b97088-efc6-43c1-8d26-f78d6cdbb50b,487df68b-4994-4027-8fdc-a4dc298257b7,,,Polychlorinated biphenyls,kg,7011f0aa-f5f9-4901-8c10-884ad8296812,air,unspecified,PCB
208,PCB,tonnes,air,Air - Polychlorinated biphenyls,5d691e58-2074-4661-8525-d98a173e1c99,487df68b-4994-4027-8fdc-a4dc298257b7,,,Polychlorinated biphenyls,kg,23dbff79-8037-43e7-b270-5a3da416a284,air,"low population density, long-term",PCB
209,PCB,tonnes,air,Air - Polychlorinated biphenyls,64f98ce3-c7b4-4bfc-b398-c191824f26db,487df68b-4994-4027-8fdc-a4dc298257b7,,,Polychlorinated biphenyls,kg,f335ce0e-b830-475a-adab-03858d9cbdaf,air,lower stratosphere + upper troposphere,PCB
210,PCB,tonnes,air,Air - Polychlorinated biphenyls,07279b73-709f-4ac2-a9e1-82fbd01ce301,487df68b-4994-4027-8fdc-a4dc298257b7,,,Polychlorinated biphenyls,kg,be7e06e9-0bf5-462e-99dc-fe4aee383c48,air,non-urban air or from high stacks,PCB
