HS 2012,SITC Rev. 4,Relationship
4407.29,248.4,n:1
4407.91,248.4,n:1
4407.92,248.4,n:1
4407.93,248.4,n:1
4407.94,248.4,n:1
4407.95,248.4,n:1
4407.99,248.4,n:1
4408.1,634.11,1:1
4408.31,634.12,n:1
4408.39,634.12,n:1
4408.9,634.12,n:1
4409.1,248.3,1:1
4409.21,248.5,n:1
4409.29,248.5,n:1
4410.11,634.22,n:1
4410.12,634.22,n:1
4410.19,634.22,n:1
4410.9,634.23,1:1
4411.12,634.54,n:1
4411.13,634.54,n:1
4411.14,634.54,n:1
4411.92,634.59,n:1
4411.93,634.59,n:1
4411.94,634.59,n:1
4412.1,634.32,1:1
4412.31,634.31,n:1
4412.32,634.31,n:1
4412.39,634.31,n:1
4412.94,634.33,1:1
4412.99,634.39,1:1
4413,634.21,1:1
4414,635.41,1:1
4415.1,635.11,1:1
4415.2,635.12,1:1
4416,635.2,1:1
4417,635.91,1:1
4418.1,635.31,1:1
4418.2,635.32,1:1
4418.4,635.39,n:1
4418.5,635.33,1:1
4418.6,635.39,n:1
4418.71,635.34,n:1
4418.72,635.34,n:1
4418.79,635.34,n:1
4418.9,635.39,n:1
4419,635.42,1:1
4420.1,635.49,n:1
4420.9,635.49,n:1
4421.1,635.99,n:1
4421.9,635.99,n:1
4501.1,244.03,1:1
4501.9,244.04,1:1
4502,244.02,1:1
4503.1,633.11,1:1
4503.9,633.19,1:1
4504.1,633.21,1:1
4504.9,633.29,1:1
4601.21,899.74,n:1
4601.22,899.74,n:1
4601.29,899.74,n:1
4601.92,899.79,n:1
4601.93,899.79,n:1
4601.94,899.79,n:1
4601.99,899.79,n:1
4602.11,899.71,n:1
4602.12,899.71,n:1
4602.19,899.71,n:1
4602.9,899.71,n:1
4701,251.2,1:1
4702,251.3,1:1
4703.11,251.41,1:1
4703.19,251.42,1:1
4703.21,251.51,1:1
4703.29,251.52,1:1
4704.11,251.61,n:1
4704.19,251.61,n:1
4704.21,251.62,n:1
4704.29,251.62,n:1
4705,251.91,1:1
4706.1,251.92,n:1
4706.2,251.92,n:1
4706.3,251.92,n:1
4706.91,251.92,n:1
4706.92,251.92,n:1
4706.93,251.92,n:1
4707.1,251.11,1:1
4707.2,251.12,1:1
4707.3,251.13,1:1
4707.9,251.19,1:1
4801,641.1,1:1
4802.1,641.21,1:1
4802.2,641.22,1:1
4802.4,641.24,1:1
4802.54,641.26,n:1
4802.55,641.26,n:1
4802.56,641.26,n:1
4802.57,641.26,n:1
4802.58,641.26,n:1
4802.61,641.29,n:1
4802.62,641.29,n:1
4802.69,641.29,n:1
4803,641.63,1:1
4804.11,641.41,n:1
4804.19,641.41,n:1
4804.21,641.42,n:1
4804.29,641.42,n:1
4804.31,641.46,n:1
4804.39,641.46,n:1
4804.41,641.47,n:1
4804.42,641.47,n:1
4804.49,641.47,n:1
4804.51,641.48,n:1
4804.52,641.48,n:1
4804.59,641.48,n:1
4805.11,641.51,n:1
4805.12,641.51,n:1
4805.19,641.51,n:1
4805.24,641.54,n:1
4805.25,641.54,n:1
4805.3,641.52,1:1
4805.4,641.56,n:1
4805.5,641.56,n:1
4805.91,641.59,n:1
4805.92,641.59,n:1
4805.93,641.59,n:1
4806.1,641.53,n:1
4806.2,641.53,n:1
4806.3,641.53,n:1
4806.4,641.53,n:1
4807,641.92,1:1
4808.1,641.64,1:1
4808.4,641.61,1:n
4808.4,641.62,1:n
4808.9,641.69,1:1
4809.2,641.31,n:1
4809.9,641.31,n:1
4810.13,641.32,n:1
4810.14,641.32,n:1
4810.19,641.32,n:1
4810.22,641.34,n:1
4810.29,641.34,n:1
4810.31,641.74,1:1
4810.32,641.75,1:1
4810.39,641.76,1:1
4810.92,641.77,n:1
4810.99,641.77,n:1
4811.1,641.73,1:1
4811.41,641.78,n:1
4811.49,641.78,n:1
4811.51,641.71,1:1
4811.59,641.72,1:1
4811.6,641.79,n:1
4811.9,641.79,n:1
4812,641.93,1:1
4813.1,642.41,n:1
4813.2,642.41,n:1
4813.9,641.55,1:1
4814.2,641.94,n:1
4814.9,641.94,n:1
4816.2,642.42,n:1
4816.9,642.42,n:1
4817.1,642.21,1:1
4817.2,642.22,1:1
4817.3,642.23,1:1
4818.1,642.43,1:1
4818.2,642.94,n:1
4818.3,642.94,n:1
4818.5,642.94,n:1
4818.9,642.94,n:1
4819.1,642.11,1:1
4819.2,642.12,1:1
4819.3,642.13,1:1
4819.4,642.14,1:1
4819.5,642.15,1:1
4819.6,642.16,1:1
4820.1,642.31,1:1
4820.2,642.32,1:1
4820.3,642.33,1:1
4820.4,642.34,1:1
4820.5,642.35,1:1
4820.9,642.39,1:1
4821.1,892.81,n:1
4821.9,892.81,n:1
4822.1,642.91,n:1
4822.9,642.91,n:1
4823.2,642.45,1:1
4823.4,642.99,n:1
4823.61,642.93,n:1
4823.69,642.93,n:1
4823.7,642.99,n:1
4823.9,642.99,n:1
4901.1,892.15,1:1
4901.91,892.16,1:1
4901.99,892.19,1:1
4902.1,892.21,1:1
4902.9,892.29,1:1
4903,892.12,1:1
4904,892.85,1:1
4905.1,892.14,n:1
4905.91,892.13,1:1
4905.99,892.14,n:1
4906,892.82,1:1
4907,892.83,1:1
4908.1,892.41,n:1
4908.9,892.41,n:1
4909,892.42,1:1
4910,892.84,1:1
4911.1,892.86,1:1
4911.91,892.87,1:1
4911.99,892.89,1:1
5001,261.41,1:1
5002,261.3,1:1
5003,261.42,1:1
5004,651.92,1:1
5005,651.93,1:1
5006,651.94,1:1
5007.1,654.11,1:1
5007.2,654.13,1:1
5007.9,654.19,1:1
5101.11,268.11,1:1
5101.19,268.19,1:1
5101.21,268.21,n:1
5101.29,268.21,n:1
5101.3,268.29,1:1
5102.11,268.3,n:1
5102.19,268.3,n:1
5102.2,268.5,1:1
5103.1,268.63,1:1
5103.2,268.69,n:1
5103.3,268.69,n:1
5104,268.62,1:1
5105.1,268.71,n:1
5105.21,268.71,n:1
5105.29,268.73,1:1
5105.31,268.77,n:1
5105.39,268.77,n:1
5105.4,268.77,n:1
5106.1,651.12,1:1
5106.2,651.17,1:1
5107.1,651.13,1:1
5107.2,651.18,1:1
5108.1,651.14,n:1
5108.2,651.14,n:1
5109.1,651.16,1:1
5109.9,651.19,1:1
5110,651.15,1:1
5111.11,654.21,n:1
5111.19,654.21,n:1
5111.2,654.31,n:1
5111.3,654.31,n:1
5111.9,654.33,1:1
5112.11,654.22,n:1
5112.19,654.22,n:1
5112.2,654.32,n:1
5112.3,654.32,n:1
5112.9,654.34,1:1
5113,654.92,1:1
5201,263.1,1:1
5202.1,263.31,1:1
5202.91,263.32,1:1
5202.99,263.39,1:1
5203,263.4,1:1
5204.11,651.21,n:1
5204.19,651.21,n:1
5204.2,651.22,1:1
5205.11,651.33,n:1
5205.12,651.33,n:1
5205.13,651.33,n:1
5205.14,651.33,n:1
5205.15,651.33,n:1
5205.21,651.33,n:1
5205.22,651.33,n:1
5205.23,651.33,n:1
5205.24,651.33,n:1
5205.26,651.33,n:1
5205.27,651.33,n:1
5205.28,651.33,n:1
5205.31,651.33,n:1
5205.32,651.33,n:1
5205.33,651.33,n:1
5205.34,651.33,n:1
5205.35,651.33,n:1
5205.41,651.33,n:1
5205.42,651.33,n:1
5205.43,651.33,n:1
5205.44,651.33,n:1
5205.46,651.33,n:1
5205.47,651.33,n:1
5205.48,651.33,n:1
5206.11,651.34,n:1
5206.12,651.34,n:1
5206.13,651.34,n:1
5206.14,651.34,n:1
5206.15,651.34,n:1
5206.21,651.34,n:1
5206.22,651.34,n:1
5206.23,651.34,n:1
5206.24,651.34,n:1
5206.25,651.34,n:1
5206.31,651.34,n:1
5206.32,651.34,n:1
5206.33,651.34,n:1
5206.34,651.34,n:1
5206.35,651.34,n:1
5206.41,651.34,n:1
5206.42,651.34,n:1
5206.43,651.34,n:1
5206.44,651.34,n:1
5206.45,651.34,n:1
5207.1,651.31,1:1
5207.9,651.32,1:1
5208.11,652.21,n:1
5208.12,652.21,n:1
5208.13,652.21,n:1
5208.19,652.21,n:1
5208.21,652.31,n:1
5208.22,652.31,n:1
5208.23,652.31,n:1
5208.29,652.31,n:1
5208.31,652.32,n:1
5208.32,652.32,n:1
5208.33,652.32,n:1
5208.39,652.32,n:1
5208.41,652.33,n:1
5208.42,652.33,n:1
5208.43,652.33,n:1
5208.49,652.33,n:1
5208.51,652.34,n:1
5208.52,652.34,n:1
5208.59,652.34,n:1
5209.11,652.22,n:1
5209.12,652.22,n:1
5209.19,652.22,n:1
5209.21,652.41,n:1
5209.22,652.41,n:1
5209.29,652.41,n:1
5209.31,652.42,n:1
5209.32,652.42,n:1
5209.39,652.42,n:1
5209.41,652.44,n:1
5209.42,652.43,1:1
5209.43,652.44,n:1
5209.49,652.44,n:1
5209.51,652.45,n:1
5209.52,652.45,n:1
5209.59,652.45,n:1
5210.11,652.23,n:1
5210.19,652.23,n:1
5210.21,652.51,n:1
5210.29,652.51,n:1
5210.31,652.52,n:1
5210.32,652.52,n:1
5210.39,652.52,n:1
5210.41,652.53,n:1
5210.49,652.53,n:1
5210.51,652.54,n:1
5210.59,652.54,n:1
5211.11,652.24,n:1
5211.12,652.24,n:1
5211.19,652.24,n:1
5211.2,652.61,1:1
5211.31,652.62,n:1
5211.32,652.62,n:1
5211.39,652.62,n:1
5211.41,652.64,n:1
5211.42,652.63,1:1
5211.43,652.64,n:1
5211.49,652.64,n:1
5211.51,652.65,n:1
5211.52,652.65,n:1
5211.59,652.65,n:1
5212.11,652.25,1:1
5212.12,652.91,1:1
5212.13,652.92,1:1
5212.14,652.93,1:1
5212.15,652.94,1:1
5212.21,652.26,1:1
5212.22,652.95,1:1
5212.23,652.96,1:1
5212.24,652.97,1:1
5212.25,652.98,1:1
5301.1,265.11,1:1
5301.21,265.12,n:1
5301.29,265.12,n:1
5301.3,265.13,1:1
5302.1,265.21,1:1
5302.9,265.29,1:1
5303.1,264.1,1:1
5303.9,264.9,1:1
5305,265.8,1:1
5306.1,651.96,n:1
5306.2,651.96,n:1
5307.1,651.97,n:1
5307.2,651.97,n:1
5308.1,651.99,n:1
5308.2,651.99,n:1
5308.9,651.99,n:1
5309.11,654.41,n:1
5309.19,654.41,n:1
5309.21,654.42,n:1
5309.29,654.42,n:1
5310.1,654.5,n:1
5310.9,654.5,n:1
5311,654.93,1:1
5401.1,651.41,1:1
5401.2,651.42,1:1
5402.11,651.62,n:1
5402.19,651.62,n:1
5402.2,651.62,n:1
5402.31,651.51,n:1
5402.32,651.51,n:1
5402.33,651.52,1:1
5402.34,651.59,n:1
5402.39,651.59,n:1
5402.44,651.63,n:1
5402.45,651.63,n:1
5402.46,651.63,n:1
5402.47,651.63,n:1
5402.48,651.63,n:1
5402.49,651.63,n:1
5402.51,651.64,n:1
5402.52,651.64,n:1
5402.59,651.64,n:1
5402.61,651.69,n:1
5402.62,651.69,n:1
5402.69,651.69,n:1
5403.1,651.73,1:1
5403.31,651.74,1:1
5403.32,651.75,n:1
5403.33,651.75,n:1
5403.39,651.75,n:1
5403.41,651.76,n:1
5403.42,651.76,n:1
5403.49,651.76,n:1
5404.11,651.88,n:1
5404.12,651.88,n:1
5404.19,651.88,n:1
5404.9,651.88,n:1
5405,651.77,1:1
5406,651.78,1:1
5407.1,653.11,1:1
5407.2,653.12,1:1
5407.3,653.13,1:1
5407.41,653.14,n:1
5407.42,653.14,n:1
5407.43,653.14,n:1
5407.44,653.14,n:1
5407.51,653.15,n:1
5407.52,653.15,n:1
5407.53,653.15,n:1
5407.54,653.15,n:1
5407.61,653.16,1:1
5407.69,653.17,n:1
5407.71,653.17,n:1
5407.72,653.17,n:1
5407.73,653.17,n:1
5407.74,653.17,n:1
5407.81,653.18,n:1
5407.82,653.18,n:1
5407.83,653.18,n:1
5407.84,653.18,n:1
5407.91,653.19,n:1
5407.92,653.19,n:1
5407.93,653.19,n:1
5407.94,653.19,n:1
5408.1,653.51,1:1
5408.21,653.52,n:1
5408.22,653.52,n:1
5408.23,653.52,n:1
5408.24,653.52,n:1
5408.31,653.59,n:1
5408.32,653.59,n:1
5408.33,653.59,n:1
5408.34,653.59,n:1
5501.1,266.61,1:1
5501.2,266.62,1:1
5501.3,266.63,1:1
5501.4,266.69,n:1
5501.9,266.69,n:1
5502,267.12,1:1
5503.11,266.51,n:1
5503.19,266.51,n:1
5503.2,266.52,1:1
5503.3,266.53,1:1
5503.4,266.59,n:1
5503.9,266.59,n:1
5504.1,267.11,n:1
5504.9,267.11,n:1
5505.1,267.21,1:1
5505.2,267.22,1:1
5506.1,266.71,1:1
5506.2,266.72,1:1
5506.3,266.73,1:1
5506.9,266.79,1:1
5507,267.13,1:1
5508.1,651.43,1:1
5508.2,651.44,1:1
5509.11,651.82,n:1
5509.12,651.82,n:1
5509.21,651.82,n:1
5509.22,651.82,n:1
5509.31,651.82,n:1
5509.32,651.82,n:1
5509.41,651.82,n:1
5509.42,651.82,n:1
5509.51,651.84,n:1
5509.52,651.84,n:1
5509.53,651.84,n:1
5509.59,651.84,n:1
5509.61,651.84,n:1
5509.62,651.84,n:1
5509.69,651.84,n:1
5509.91,651.84,n:1
5509.92,651.84,n:1
5509.99,651.84,n:1
5510.11,651.86,n:1
5510.12,651.86,n:1
5510.2,651.87,n:1
5510.3,651.87,n:1
5510.9,651.87,n:1
5511.1,651.81,1:1
5511.2,651.83,1:1
5511.3,651.85,1:1
5512.11,653.21,n:1
5512.19,653.21,n:1
5512.21,653.25,n:1
5512.29,653.25,n:1
5512.91,653.29,n:1
5512.99,653.29,n:1
5513.11,653.31,n:1
5513.12,653.31,n:1
5513.13,653.31,n:1
5513.19,653.32,n:1
5513.21,653.31,n:1
5513.23,653.31,n:1
5513.29,653.32,n:1
5513.31,653.31,n:1
5513.39,653.32,n:1
5513.41,653.31,n:1
5513.49,653.32,n:1
5514.11,653.33,n:1
5514.12,653.33,n:1
5514.19,653.34,n:1
5514.21,653.33,n:1
5514.22,653.33,n:1
5514.23,653.33,n:1
5514.29,653.34,n:1
5514.3,653.35,1:1
5514.41,653.33,n:1
5514.42,653.33,n:1
5514.43,653.33,n:1
5514.49,653.34,n:1
5515.11,653.43,n:1
5515.12,653.42,n:1
5515.13,653.41,n:1
5515.19,653.43,n:1
5515.21,653.42,n:1
5515.22,653.41,n:1
5515.29,653.43,n:1
5515.91,653.42,n:1
5515.99,653.43,n:1
5516.11,653.6,n:1
5516.12,653.6,n:1
5516.13,653.6,n:1
5516.14,653.6,n:1
5516.21,653.83,n:1
5516.22,653.83,n:1
5516.23,653.83,n:1
5516.24,653.83,n:1
5516.31,653.82,n:1
5516.32,653.82,n:1
5516.33,653.82,n:1
5516.34,653.82,n:1
5516.41,653.81,n:1
5516.42,653.81,n:1
5516.43,653.81,n:1
5516.44,653.81,n:1
5516.91,653.89,n:1
5516.92,653.89,n:1
5516.93,653.89,n:1
5516.94,653.89,n:1
5601.21,657.71,n:n
5601.22,657.71,n:n
5601.29,657.71,n:n
5601.3,657.71,n:n
5602.1,657.11,1:1
5602.21,657.12,n:1
5602.29,657.12,n:1
5602.9,657.19,1:1
5603.11,657.2,n:1
5603.12,657.2,n:1
5603.13,657.2,n:1
5603.14,657.2,n:1
5603.91,657.2,n:1
5603.92,657.2,n:1
5603.93,657.2,n:1
5603.94,657.2,n:1
5604.1,657.81,1:1
5604.9,657.89,1:1
5605,651.91,1:1
5606,656.31,1:1
5607.21,657.51,n:1
5607.29,657.51,n:1
5607.41,657.51,n:1
5607.49,657.51,n:1
5607.5,657.51,n:1
5607.9,657.51,n:1
5608.11,657.52,n:1
5608.19,657.52,n:1
5608.9,657.52,n:1
5609,657.59,1:1
5701.1,659.21,1:1
5701.9,659.29,1:1
5702.1,659.3,1:1
5702.2,659.59,n:1
5702.31,659.51,n:1
5702.32,659.52,n:1
5702.39,659.59,n:1
5702.41,659.51,n:1
5702.42,659.52,n:1
5702.49,659.59,n:1
5702.5,659.53,1:1
5702.91,659.51,n:1
5702.92,659.52,n:1
5702.99,659.59,n:1
5703.1,659.41,1:1
5703.2,659.42,1:1
5703.3,659.43,1:1
5703.9,659.49,1:1
5704.1,659.61,n:1
5704.9,659.61,n:1
5705,659.69,1:1
5801.1,654.35,1:1
5801.21,652.14,n:n
5801.22,652.15,n:n
5801.23,652.15,n:n
5801.26,652.15,n:n
5801.27,652.14,n:n
5801.27,652.15,n:n
5801.31,653.91,n:n
5801.32,653.93,n:n
5801.33,653.93,n:n
5801.36,653.93,n:n
5801.37,653.91,n:n
5801.37,653.93,n:n
5801.9,654.95,1:1
5802.11,652.12,1:1
5802.19,652.13,1:1
5802.2,654.96,1:1
5802.3,654.97,1:1
5803,654.94,1:1
5804.1,656.41,1:1
5804.21,656.42,n:1
5804.29,656.42,n:1
5804.3,656.43,1:1
5805,658.91,1:1
5806.1,656.11,1:1
5806.2,656.12,1:1
5806.31,656.13,n:1
5806.32,656.13,n:1
5806.39,656.13,n:1
5806.4,656.14,1:1
5807.1,656.21,1:1
5807.9,656.29,1:1
5808.1,656.32,n:1
5808.9,656.32,n:1
5809,654.91,1:1
5810.1,656.51,1:1
5810.91,656.59,n:1
5810.92,656.59,n:1
5810.99,656.59,n:1
5811,657.4,1:1
5901.1,657.31,n:1
5901.9,657.31,n:1
5902.1,657.93,n:1
5902.2,657.93,n:1
5902.9,657.93,n:1
5903.1,657.32,n:1
5903.2,657.32,n:1
5903.9,657.32,n:1
5904.1,659.1,n:1
5904.9,659.1,n:1
5905,657.35,1:1
5906.1,657.33,n:1
5906.91,657.33,n:1
5906.99,657.33,n:1
5907,657.34,1:1
5908,657.72,1:1
5909,657.91,1:1
5910,657.92,1:1
5911.1,657.73,n:1
5911.2,657.73,n:1
5911.31,657.73,n:1
5911.32,657.73,n:1
5911.4,657.73,n:1
5911.9,657.73,n:1
6001.1,655.11,1:1
6001.21,655.12,n:1
6001.22,655.12,n:1
6001.29,655.12,n:1
6001.91,655.19,n:1
6001.92,655.19,n:1
6001.99,655.19,n:1
6002.4,655.21,n:1
6002.9,655.21,n:1
6003.1,655.21,n:1
6003.2,655.21,n:1
6003.3,655.21,n:1
6003.4,655.21,n:1
6003.9,655.21,n:1
6004.1,655.22,n:1
6004.9,655.22,n:1
6005.21,655.23,n:1
6005.22,655.23,n:1
6005.23,655.23,n:1
6005.24,655.23,n:1
6005.31,655.23,n:1
6005.32,655.23,n:1
6005.33,655.23,n:1
6005.34,655.23,n:1
6005.41,655.23,n:1
6005.42,655.23,n:1
6005.43,655.23,n:1
6005.44,655.23,n:1
6005.9,655.23,n:1
6006.1,655.29,n:1
6006.21,655.29,n:1
6006.22,655.29,n:1
6006.23,655.29,n:1
6006.24,655.29,n:1
6006.31,655.29,n:1
6006.32,655.29,n:1
6006.33,655.29,n:1
6006.34,655.29,n:1
6006.41,655.29,n:1
6006.42,655.29,n:1
6006.43,655.29,n:1
6006.44,655.29,n:1
6006.9,655.29,n:1
6101.2,843.1,n:1
6101.3,843.1,n:1
6101.9,843.1,n:1
6102.1,844.1,n:1
6102.2,844.1,n:1
6102.3,844.1,n:1
6102.9,844.1,n:1
6103.1,843.21,1:1
6103.22,843.22,n:1
6103.23,843.22,n:1
6103.29,843.22,n:1
6103.31,843.23,n:1
6103.32,843.23,n:1
6103.33,843.23,n:1
6103.39,843.23,n:1
6103.41,843.24,n:1
6103.42,843.24,n:1
6103.43,843.24,n:1
6103.49,843.24,n:1
6104.13,844.21,n:1
6104.19,844.21,n:1
6104.22,844.22,n:1
6104.23,844.22,n:1
6104.29,844.22,n:1
6104.31,844.23,n:1
6104.32,844.23,n:1
6104.33,844.23,n:1
6104.39,844.23,n:1
6104.41,844.24,n:1
6104.42,844.24,n:1
6104.43,844.24,n:1
6104.44,844.24,n:1
6104.49,844.24,n:1
6104.51,844.25,n:1
6104.52,844.25,n:1
6104.53,844.25,n:1
6104.59,844.25,n:1
6104.61,844.26,n:1
6104.62,844.26,n:1
6104.63,844.26,n:1
6104.69,844.26,n:1
6105.1,843.71,1:1
6105.2,843.79,n:1
6105.9,843.79,n:1
6106.1,844.7,n:1
6106.2,844.7,n:1
6106.9,844.7,n:1
6107.11,843.81,n:1
6107.12,843.81,n:1
6107.19,843.81,n:1
6107.21,843.82,n:1
6107.22,843.82,n:1
6107.29,843.82,n:1
6107.91,843.89,n:1
6107.99,843.89,n:1
6108.11,844.81,n:1
6108.19,844.81,n:1
6108.21,844.82,n:n
6108.22,844.82,n:n
6108.29,844.82,n:n
6108.31,844.83,n:1
6108.32,844.83,n:1
6108.39,844.83,n:1
6108.91,844.89,n:1
6108.92,844.89,n:1
6108.99,844.89,n:1
6109.1,845.4,n:1
6109.9,845.4,n:1
6110.11,845.3,n:1
6110.12,845.3,n:1
6110.19,845.3,n:1
6110.2,845.3,n:1
6110.3,845.3,n:1
6110.9,845.3,n:1
6111.2,845.12,n:n
6111.3,845.12,n:n
6111.9,845.12,n:n
6112.11,845.91,n:1
6112.12,845.91,n:1
6112.19,845.91,n:1
6112.2,845.92,1:1
6112.31,845.62,n:1
6112.39,845.62,n:1
6112.41,845.64,n:1
6112.49,845.64,n:1
6113,845.24,n:n
6114.2,845.99,n:1
6114.3,845.99,n:1
6114.9,845.99,n:1
6115.1,846.23,1:1
6115.21,846.24,n:1
6115.22,846.24,n:1
6115.29,846.24,n:1
6115.3,846.25,1:1
6115.94,846.29,n:1
6115.95,846.29,n:1
6115.96,846.29,n:1
6115.99,846.29,n:1
6116.1,846.91,1:1
6116.91,846.92,n:1
6116.92,846.92,n:1
6116.93,846.92,n:1
6116.99,846.92,n:1
6117.1,846.93,1:1
6117.8,846.99,n:1
6117.9,846.99,n:1
6201.11,841.11,1:1
6201.12,841.12,n:1
6201.13,841.12,n:1
6201.19,841.12,n:1
6201.91,841.19,n:1
6201.92,841.19,n:1
6201.93,841.19,n:1
6201.99,841.19,n:1
6202.11,842.11,n:1
6202.12,842.11,n:1
6202.13,842.11,n:1
6202.19,842.11,n:1
6202.91,842.19,n:1
6202.92,842.19,n:1
6202.93,842.19,n:1
6202.99,842.19,n:1
6203.11,841.21,1:1
6203.12,841.22,n:1
6203.19,841.22,n:1
6203.22,841.23,n:1
6203.23,841.23,n:1
6203.29,841.23,n:1
6203.31,841.3,n:1
6203.32,841.3,n:1
6203.33,841.3,n:1
6203.39,841.3,n:1
6203.41,841.4,n:1
6203.42,841.4,n:1
6203.43,841.4,n:1
6203.49,841.4,n:1
6204.11,842.21,n:1
6204.12,842.21,n:1
6204.13,842.21,n:1
6204.19,842.21,n:1
6204.21,842.22,n:1
6204.22,842.22,n:1
6204.23,842.22,n:1
6204.29,842.22,n:1
6204.31,842.3,n:1
6204.32,842.3,n:1
6204.33,842.3,n:1
6204.39,842.3,n:1
6204.41,842.4,n:1
6204.42,842.4,n:1
6204.43,842.4,n:1
6204.44,842.4,n:1
6204.49,842.4,n:1
6204.51,842.5,n:1
6204.52,842.5,n:1
6204.53,842.5,n:1
6204.59,842.5,n:1
6204.61,842.6,n:1
6204.62,842.6,n:1
6204.63,842.6,n:1
6204.69,842.6,n:1
6205.2,841.51,1:1
6205.3,841.59,n:1
6205.9,841.59,n:1
6206.1,842.7,n:1
6206.2,842.7,n:1
6206.3,842.7,n:1
6206.4,842.7,n:1
6206.9,842.7,n:1
6207.11,841.61,n:1
6207.19,841.61,n:1
6207.21,841.62,n:1
6207.22,841.62,n:1
6207.29,841.62,n:1
6207.91,841.69,n:1
6207.99,841.69,n:1
6208.11,842.81,n:1
6208.19,842.81,n:1
6208.21,842.82,n:1
6208.22,842.82,n:1
6208.29,842.82,n:1
6208.91,842.89,n:n
6208.92,842.89,n:n
6208.99,842.89,n:n
6209.2,845.11,n:n
6209.3,845.11,n:n
6209.9,845.11,n:n
6210.1,845.21,1:1
6210.2,845.22,n:1
6210.3,845.23,n:n
6210.4,845.22,n:1
6210.5,845.23,n:n
6211.11,845.61,1:1
6211.12,845.63,1:1
6211.2,845.81,1:1
6211.32,845.87,n:1
6211.33,845.87,n:1
6211.39,845.87,n:1
6211.42,845.89,n:1
6211.43,845.89,n:1
6211.49,845.89,n:1
6212.1,845.51,1:1
6212.2,845.52,n:1
6212.3,845.52,n:1
6212.9,845.52,n:1
6213.2,846.11,n:1
6213.9,846.11,n:1
6214.1,846.12,n:1
6214.2,846.12,n:1
6214.3,846.12,n:1
6214.4,846.12,n:1
6214.9,846.12,n:1
6215.1,846.13,n:1
6215.2,846.13,n:1
6215.9,846.13,n:1
6216,846.14,1:1
6217.1,846.19,n:1
6217.9,846.19,n:1
6301.1,775.85,1:1
6301.2,658.31,1:1
6301.3,658.32,1:1
6301.4,658.33,1:1
6301.9,658.39,1:1
6302.1,658.41,1:1
6302.21,658.42,n:1
6302.22,658.43,n:1
6302.29,658.43,n:1
6302.31,658.42,n:1
6302.32,658.43,n:1
6302.39,658.43,n:1
6302.4,658.44,1:1
6302.51,658.45,1:1
6302.53,658.46,n:1
6302.59,658.46,n:1
6302.6,658.47,n:1
6302.91,658.47,n:1
6302.93,658.48,n:1
6302.99,658.48,n:1
6303.12,658.51,n:1
6303.19,658.51,n:1
6303.91,658.51,n:1
6303.92,658.51,n:1
6303.99,658.51,n:1
6304.11,658.52,n:1
6304.19,658.52,n:1
6304.91,658.59,n:1
6304.92,658.59,n:1
6304.93,658.59,n:1
6304.99,658.59,n:1
6305.1,658.11,1:1
6305.2,658.12,1:1
6305.32,658.13,n:1
6305.33,658.13,n:1
6305.39,658.13,n:1
6305.9,658.19,1:1
6306.12,658.21,n:1
6306.19,658.21,n:1
6306.22,658.22,n:1
6306.29,658.22,n:1
6306.3,658.23,1:1
6306.4,658.24,1:1
6306.9,658.29,1:1
6307.1,658.92,1:1
6307.2,658.93,n:n
6307.9,658.93,n:n
6308,658.99,1:1
6309,269.01,1:1
6310.1,269.02,n:1
6310.9,269.02,n:1
6401.1,851.11,1:1
6401.92,851.31,n:1
6401.99,851.31,n:1
6402.12,851.21,1:1
6402.19,851.23,1:1
6402.2,851.32,n:1
6402.91,851.32,n:1
6402.99,851.32,n:1
6403.12,851.22,1:1
6403.19,851.24,1:1
6403.2,851.41,1:1
6403.4,851.15,1:1
6403.51,851.48,n:1
6403.59,851.48,n:1
6403.91,851.48,n:1
6403.99,851.48,n:1
6404.11,851.25,1:1
6404.19,851.51,1:1
6404.2,851.52,1:1
6405.1,851.49,1:1
6405.2,851.59,1:1
6405.9,851.7,1:1
6406.1,851.9,n:1
6406.2,851.9,n:1
6406.9,851.9,n:1
6501,657.61,1:1
6502,657.62,1:1
6504,848.42,1:1
6505,848.43,1:1
6506.1,848.44,1:1
6506.91,848.45,1:1
6506.99,848.49,1:1
6507,848.48,1:1
6601.1,899.41,n:1
6601.91,899.41,n:1
6601.99,899.41,n:1
6602,899.42,1:1
6603.2,899.49,n:1
6603.9,899.49,n:1
6701,899.92,1:1
6702.1,899.21,1:1
6702.9,899.29,1:1
6703,899.94,1:1
6704.11,899.95,n:1
6704.19,899.95,n:1
6704.2,899.95,n:1
6704.9,899.95,n:1
6801,661.31,1:1
6802.1,661.33,1:1
6802.21,661.34,1:1
6802.23,661.35,n:1
6802.29,661.35,n:1
6802.91,661.36,1:1
6802.92,661.39,n:1
6802.93,661.39,n:1
6802.99,661.39,n:1
6803,661.32,1:1
6804.1,663.11,1:1
6804.21,663.12,n:1
6804.22,663.12,n:1
6804.23,663.12,n:1
6804.3,663.13,1:1
6805.1,663.21,1:1
6805.2,663.22,1:1
6805.3,663.29,1:1
6806.1,663.51,1:1
6806.2,663.52,1:1
6806.9,663.53,1:1
6807.1,661.81,n:1
6807.9,661.81,n:1
6808,661.82,1:1
6809.11,663.31,n:1
6809.19,663.31,n:1
6809.9,663.31,n:1
6810.11,663.32,n:1
6810.19,663.32,n:1
6810.91,663.33,1:1
