EXIOBASE 3;;;;US EPA;;;;;;;;;;;;;;;;;;;;;;;
Emission name;Unit ;Compartment;;Flowable;CAS No;Formula;Synonyms;Flow quality;Unit;Directionality;Compartment;External reference;Preferred;Class;Flow UUID;Compartment UUID;Unit UUID;Quality UUID;;;;;;;;;
NMVOC;tonnes;air;;3-Ethyl-2-methylheptane;14676-29-0;C10H22;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=100697;1;Chemicals;cad4d214-a68a-3e2b-ae1e-4c0365122b95;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;10;22;1;1
NMVOC;tonnes;air;;3-Ethylheptane;15869-80-4;C9H20;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID50871242;1;Chemicals;17ab635c-cd45-33ec-bcb5-3597db7f4935;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;9;20;1;1
NMVOC;tonnes;air;;4-Methylnonane;17301-94-9;C10H22;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=100719;1;Chemicals;b4ad4f45-d5d9-3ac4-a7ed-1606aeda3c08;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;10;22;1;1
NMVOC;tonnes;air;;6-Methylundecane;17302-33-9;C12H26;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=95927;1;Chemicals;29deb84c-75d4-381b-9445-3748e7bd12b3;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;12;26;1;1
NMVOC;tonnes;air;;3-Methyldodecane;17312-57-1;C13H28;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID00873317;1;Chemicals;35c05cea-7a3e-31ef-a386-c0be4b5cabaa;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;13;28;1;1
NMVOC;tonnes;air;;5-Methyldodecane;17453-93-9;C13H28;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=100726;1;Chemicals;e1e7e7d4-9c1a-3dfd-8e5d-aa6f8317b7d2;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;13;28;1;1
NMVOC;tonnes;air;;4-Methyloctane;2216-34-4;C9H20;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=100738;1;Chemicals;fc033223-5db4-3ace-99bd-ed9e0e948df9;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;9;20;1;1
NMVOC;tonnes;air;;4-Propylheptane;3178-29-8;C10H22;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID00185644;1;Chemicals;671d16db-4df0-3b00-b8ba-cc426806413f;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;10;22;1;1
NMVOC;tonnes;air;;Isotriacontane;34425-19-9;C30H62;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=95903;1;Chemicals;66111714-656c-33de-bf3d-3b409219ff58;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;30;62;1;1
NMVOC;tonnes;air;;Isononacosane;52701-71-0;C29H60;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=95897;1;Chemicals;63691286-e4c3-38b1-a493-ccdcb3daa530;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;29;60;1;1
NMVOC;tonnes;air;;3-Ethyl-2-methylpentane;609-26-7;C8H18;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID40880424;1;Chemicals;9cbc5861-3fcc-3d72-99a6-bfc928390568;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;8;18;1;1
NMVOC;tonnes;air;;7-Methylpentadecane;6165-40-8;C16H34;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID60873318;1;Chemicals;91fb2ba2-a25d-3533-b6ee-3de751730c2b;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;16;34;1;1
NMVOC;tonnes;air;;2-Methylnonane;871-83-0;C10H22;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=100850;1;Chemicals;7778d6ab-c1d8-3abc-8f06-f62940315b73;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;10;22;1;1
NMVOC;tonnes;air;;Isohentriacontane;90386-48-4;C31H64;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=95686;1;Chemicals;7904d835-6a08-3e72-82bd-247c4817e8e1;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;31;64;1;1
NMVOC;tonnes;air;;Nonane;111-84-2;C9H20;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=47305;1;Chemicals;9db902e8-c656-3a2c-be88-6d153a19e83b;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;9;20;1;1
NMVOC;tonnes;air;;Undecane;1120-21-4;C11H24;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=43490;1;Chemicals;f995be51-394a-301f-81e9-6b6b757309c4;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;11;24;1;1
NMVOC;tonnes;air;;4-Methyldecane;2847-72-5;C11H24;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=41521;1;Chemicals;d043aa26-ff7c-3839-b5a6-bdfe68596996;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;11;24;1;1
NMVOC;tonnes;air;;4-Methylheptane;589-53-7;C8H18;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45157;1;Chemicals;315aee4c-0fb5-37a7-9552-96ddeb5ab5cc;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;8;18;1;1
NMVOC;tonnes;air;;3-Methylheptane;589-81-1;C8H18;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45153;1;Chemicals;2f3d7c51-f5e7-3357-8c90-bf874ddf92cf;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;8;18;1;1
NMVOC;tonnes;air;;2-Methylhexane;591-76-4;C7H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45111;1;Chemicals;e8025a1c-9201-3d28-b4a6-301593ac5766;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;7;16;1;1
NMVOC;tonnes;air;;2-Methylheptane;592-27-8;C8H18;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45103;1;Chemicals;c400bce1-0df5-33f4-8471-9e01579af2d7;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;8;18;1;1
NMVOC;tonnes;air;;Tridecane;629-50-5;C13H28;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=44588;1;Chemicals;c550d6e0-8f88-3b45-bd29-3e6543f657c5;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;13;28;1;1
NMVOC;tonnes;air;;Pentadecane;629-62-9;C15H32;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=44584;1;Chemicals;34b009cf-eb1d-38e2-84ac-f89ef7c99fa9;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;15;32;1;1
NMVOC;tonnes;air;;Nonadecane;629-92-5;C19H40;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=44575;1;Chemicals;f8f638fc-bded-318e-9160-f6d7423ddb34;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;19;40;1;1
NMVOC;tonnes;air;;Heneicosane;629-94-7;C21H44;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=44574;1;Chemicals;82ab154b-8586-3f0c-b8d3-3e39f378bb01;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;4;21;44;1;1
NMVOC;tonnes;air;;2-Methylbutane;78-78-4;C5H12;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48756;1;Chemicals;e0506fe6-742b-3475-87f2-db84c2a73c90;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;1;3;5;12;1;1
NMVOC;tonnes;air;;Ethylene;74-85-1;C2H4;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48545;1;Chemicals;e7bbebf2-30ba-3b3a-ab8b-20aa0f476d6c;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Propylene;115-07-1;C3H6;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=47173;1;Chemicals;b6a31cfd-b46a-3c18-bd23-3b50a44d7a76;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Cyclopropane;75-19-4;C3H6;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48518;1;Chemicals;7c98624a-5b08-3988-a5dd-3bca2f8d492d;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Isoprene;78-79-5;C5H8;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48755;1;Chemicals;1885f07e-e664-3293-adcb-79f8f46781ea;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Cyclopentene;142-29-0;C5H8;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=46117;1;Chemicals;06b0d182-1d90-305a-8217-3f9df1f0a7d4;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;.beta.-Pinene;127-91-3;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=46731;1;Chemicals;09f95b67-29df-3d13-b852-0a67c003070a;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Limonene;138-86-3;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=46540;1;Chemicals;09206640-e8c2-3bd5-b28e-c7d283c8c3f1;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;D-Limonene;5989-27-5;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=37837;1;Chemicals;d8b80239-3835-3067-aec9-158087f8d481;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Camphene;79-92-5;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=87302;1;Chemicals;8a11acc0-bee6-34c4-a19a-f1f130b32734;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;.alpha.-Pinene;80-56-8;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48668;1;Chemicals;f7605c1f-fcac-3e6f-ad58-64985d0c62aa;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;3-Carene;13466-78-9;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=60378;1;Chemicals;149e50b9-3e4b-378c-94ea-79ceef280fbf;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Terpinolene;586-62-9;C10H16;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=89045;1;Chemicals;cbd2ec38-8b46-3bf9-a437-8a0025ef6351;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Bicyclo[2.2.1]heptane;279-23-2;C7H12;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=98251;1;Chemicals;f032bac8-dba7-3b04-9121-6d7e4c091a42;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;trans-Octahydro-1H-indene;3296-50-2;C9H16;;Mass;kg;emission;air;https://comptox.epa.gov/dashboard/dsstoxdb/results?utf8=%E2%9C%93&search=DTXSID20858747;1;Chemicals;4bde1209-83f8-3911-8209-677f4b14c3b6;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Cycloheptene;628-92-2;C7H12;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=96590;1;Chemicals;1be22e10-9408-3d77-bc11-37054564fe03;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Cyclohexene;110-83-8;C6H10;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=47658;1;Chemicals;26c92b9c-ed3c-398f-85df-1598f093a2d8;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Pinane;473-55-2;C10H18;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45852;1;Chemicals;a33e2545-2148-38fe-b176-f6d530f2a0c4;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Isoprene;78-79-5;C5H8;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48755;1;Chemicals;1885f07e-e664-3293-adcb-79f8f46781ea;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Decahydronaphthalene;91-17-8;C10H18;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48274;1;Chemicals;1fbbc851-7bec-3026-bf78-7a9bf8407dfc;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Decahydro-2-methylnaphthalene;2958-76-1;C11H20;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=96149;1;Chemicals;2c237ed4-79a3-3eca-8e00-61cf4a7afb13;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;2-Butyne;503-17-3;C4H6;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45736;1;Chemicals;96e881db-35b1-373c-af57-62478938c29f;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;1-Butyne;107-00-6;C4H6;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=96709;1;Chemicals;76f2b6c7-fa1d-308c-8109-82dd5b111ecd;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Cyclopentene;142-29-0;C5H8;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=46117;1;Chemicals;06b0d182-1d90-305a-8217-3f9df1f0a7d4;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Propadiene;463-49-0;C3H4;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45881;1;Chemicals;419a3fff-4776-3760-bdb2-41159a76960a;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Acetylene;74-86-2;C2H2;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48544;1;Chemicals;51171211-3abc-33ec-8975-a0dfdec300aa;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Propyne;74-99-7;C3H4;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48533;1;Chemicals;915d788e-adab-3d2f-9f76-a97a6bc1b716;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Benzene;71-43-2;C6H6;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=98385;1;Chemicals;49524b59-eb01-3aa4-a586-ede2353a27b3;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Toluene;108-88-3;C7H8;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=47380;1;Chemicals;b43520f0-bcc4-3800-a60e-f8ed389f506a;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;(-)-alpha-Cedrene;469-61-4;C15H24;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=45869;1;Chemicals;2da8e2de-d5e1-3985-8070-01d5a2bbef4e;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;Ethylbenzene;100-41-4;C8H10;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=94770;1;Chemicals;228819f7-fb32-3e25-8206-88761eca7b8f;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;n-Propylbenzene;103-65-1;C9H12;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=48059;1;Chemicals;9cc5e69a-6dec-31ca-9557-abaa72ada3f1;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
NMVOC;tonnes;air;;n-Butylbenzene;104-51-8;C10H14;;Mass;kg;emission;air;https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=97250;1;Chemicals;f0c0d132-a564-3a14-ba36-99ea395a080d;4061cba4-cb52-3ef2-85a6-55942ed24d37;20aadc24-a391-41cf-b340-3e4529f44bde;93a60a56-a3c8-11da-a746-0800200b9a66;;;;;;;;;
