SITC4code,SITC4part,CPC2code,CPC2part
574.2,0,34740,1
574.31,0,34740,1
574.32,0,34740,1
574.33,0,34740,1
574.34,0,34740,1
574.39,0,34740,1
575.11,0,34790,1
575.12,0,34790,1
575.13,0,34790,1
575.19,0,34790,1
575.21,0,34790,1
575.29,0,34790,1
575.31,0,34790,1
575.39,0,34790,1
575.41,0,34790,1
575.42,0,34790,1
575.43,0,34790,1
575.44,0,34790,1
575.45,0,34790,1
575.51,0,34790,1
575.52,0,34790,1
575.53,0,34790,1
575.54,0,34790,1
575.59,0,34790,1
575.91,0,34790,1
575.92,0,34790,1
575.93,0,34790,1
575.94,0,34790,1
575.95,0,34790,1
575.96,0,34790,1
575.97,0,34790,1
579.1,0,39270,1
579.2,0,39270,1
579.3,0,39270,1
579.9,0,39270,1
581.1,0,36320,1
581.2,0,36320,1
581.3,0,36320,1
581.4,0,36320,1
581.5,0,36320,1
581.6,0,36320,1
581.7,0,36320,1
582.11,0,36920,1
582.19,0,36920,1
582.21,0,36330,1
582.22,0,36330,1
582.23,0,36330,1
582.24,0,36330,1
582.25,0,36330,1
582.26,0,36330,1
582.28,0,36330,1
582.29,0,36330,1
582.91,0,36390,1
582.99,0,36390,1
583.1,0,36310,1
583.2,0,36310,1
583.9,0,36310,1
591.1,0,34661,0
591.2,0,34662,0
591.3,0,34663,0
591.4,0,34664,0
591.9,1,34666,0
591.9,1,34669,0
592.11,0,23220,1
592.12,0,23220,1
592.13,0,23220,1
592.14,0,23220,1
592.15,0,23220,1
592.16,0,23220,1
592.17,0,23220,1
592.21,0,22260,0
592.22,0,35420,1
592.23,0,35420,1
592.24,0,35420,1
592.25,0,35420,1
592.26,0,23220,1
592.27,0,35420,1
592.29,0,35420,1
593.11,0,35450,1
593.12,0,35450,1
593.2,0,35450,1
593.31,0,35460,1
593.33,0,35460,1
597.21,0,35430,1
597.25,0,35430,1
597.29,0,35430,1
597.31,0,35430,1
597.33,0,35430,1
597.71,0,35430,1
597.72,0,35430,1
597.73,0,35430,1
597.74,0,35430,1
598.11,0,34400,1
598.12,0,39230,0
598.13,0,34400,1
598.14,0,34400,1
598.18,0,34400,1
598.35,0,35332,1
598.39,0,35332,1
598.4,0,35490,1
598.5,0,35470,0
598.61,0,37950,0
598.63,0,35490,1
598.64,0,35490,1
598.65,0,34400,1
598.67,0,35440,1
598.69,0,35440,1
598.81,0,35490,1
598.83,0,35490,1
598.85,0,35490,1
598.89,0,35490,1
598.91,0,35490,1
598.93,0,35490,1
598.94,0,35440,1
598.95,0,35440,1
598.96,0,35490,1
598.97,0,35490,1
598.98,0,37510,0
598.99,0,35490,1
599.1,1,39910,0
599.1,1,39920,0
599.2,0,39939,0
599.3,0,39940,0
599.4,0,39950,1
599.9,1,39950,1
599.9,1,39990,0
611.2,0,29130,1
611.43,0,29120,1
611.44,0,29120,1
611.45,0,29120,1
611.51,0,29130,1
611.52,0,29130,1
611.61,0,29130,1
611.62,0,29130,1
611.71,0,29130,1
611.72,0,29130,1
611.79,0,29130,1
611.81,0,29110,1
611.83,0,29110,1
612.2,0,29210,0
612.9,0,29290,0
613.11,0,28310,1
613.19,0,28310,1
613.2,0,28310,1
613.3,0,28310,1
621.11,0,36220,1
621.12,0,36220,1
621.19,0,36220,1
621.21,0,36115,0
621.29,0,36220,1
621.31,0,36220,1
621.32,0,36220,1
621.33,0,36220,1
621.41,0,36230,1
621.42,0,36230,1
621.43,0,36230,1
621.44,0,36230,1
621.45,0,36230,1
625.1,0,36111,0
625.2,0,36113,1
625.3,0,36113,1
625.41,0,36112,1
625.42,0,36112,1
625.51,0,36113,1
625.59,0,36113,1
625.91,0,36114,1
625.92,0,36120,0
625.93,0,39260,0
625.94,0,36114,1
629.11,0,36270,1
629.19,0,36270,1
629.21,0,36240,1
629.22,0,36240,1
629.91,0,36270,1
629.92,0,36270,1
629.99,0,36270,1
633.11,0,31922,1
633.19,0,31922,1
633.21,0,31922,1
633.29,0,31922,1
634.11,0,31510,1
634.12,0,31510,1
634.21,0,31520,0
634.22,0,31430,1
634.23,0,31430,1
634.31,0,31410,0
634.32,0,31450,0
634.33,0,31420,1
634.39,0,31420,1
634.54,0,31440,1
634.59,0,31440,1
634.91,0,31330,0
634.93,0,31220,0
635.11,0,31700,1
635.12,0,31700,1
635.2,0,31700,1
635.31,0,31600,1
635.32,0,31600,1
635.33,0,31600,1
635.34,0,31600,1
635.39,0,31600,1
635.41,0,31914,1
635.42,0,31912,0
635.49,0,31913,0
635.91,0,31911,0
635.99,0,31914,1
641.1,0,32121,0
641.21,0,32122,0
641.22,0,32129,1
641.24,0,32129,1
641.26,0,32129,1
641.29,0,32129,1
641.31,0,32149,1
641.32,0,32143,1
641.34,0,32143,1
641.41,0,32132,0
641.42,0,32133,1
641.46,0,32133,1
641.47,0,32133,1
641.48,0,32133,1
641.51,0,32134,0
641.52,0,32136,1
641.53,0,32137,0
641.54,0,32135,0
641.55,0,32136,1
641.56,0,32136,1
641.59,0,32136,1
641.61,0,32133,1
641.62,0,32142,1
641.63,0,32131,0
641.64,0,32151,0
641.69,0,32142,1
641.71,0,32149,1
641.72,0,32149,1
641.73,0,32149,1
641.74,0,32143,1
641.75,0,32143,1
641.76,0,32143,1
641.77,0,32143,1
641.78,0,32149,1
641.79,0,32149,1
641.92,0,32141,0
641.93,0,32198,0
641.94,0,32194,0
642.11,0,32153,1
642.12,0,32153,1
642.13,0,32152,1
642.14,0,32152,1
642.15,0,32153,1
642.16,0,32153,1
642.21,0,32192,1
642.22,0,32192,1
642.23,0,32192,1
642.31,0,32700,1
642.32,0,32700,1
642.33,0,32700,1
642.34,0,32700,1
642.35,0,32700,1
642.39,0,32700,1
642.41,0,32199,1
642.42,0,32191,0
642.43,0,32193,1
642.45,0,32199,1
642.91,0,32199,1
642.93,0,32199,1
642.94,0,32193,1
642.95,0,32193,1
642.99,0,32199,1
651.12,0,26320,1
651.13,0,26320,1
651.14,0,26340,1
651.15,0,26340,1
651.16,0,26340,1
651.17,0,26330,1
651.18,0,26330,1
651.19,0,26340,1
651.21,0,26350,1
651.22,0,26350,1
651.31,0,26360,1
651.32,0,26370,1
651.33,0,26360,1
651.34,0,26370,1
651.41,0,26410,1
651.42,0,26410,1
651.43,0,26410,1
651.44,0,26410,1
651.51,0,35520,1
651.52,0,35520,1
651.59,0,35520,1
651.62,0,35520,1
651.63,0,35520,1
651.64,0,35520,1
651.69,0,26420,1
651.73,0,35550,1
651.74,0,35550,1
651.75,0,35550,1
651.76,0,26420,1
651.77,0,35560,0
651.78,0,26420,1
651.81,0,26430,1
651.82,0,26430,1
651.83,0,26440,1
651.84,0,26440,1
651.85,0,26460,1
651.86,0,26450,0
651.87,0,26460,1
651.88,0,35530,0
651.91,0,27993,0
651.92,0,26310,1
651.93,0,26310,1
651.94,0,26310,1
651.95,0,37121,0
651.96,0,26380,1
651.97,0,26380,1
651.99,0,26380,1
652.12,0,26840,1
652.13,0,26840,1
652.14,0,26810,1
652.15,0,26810,1
652.21,0,26610,1
652.22,0,26620,1
652.23,0,26630,1
652.24,0,26630,1
652.25,0,26690,1
652.26,0,26690,1
652.31,0,26610,1
652.32,0,26610,1
652.33,0,26610,1
652.34,0,26610,1
652.41,0,26620,1
652.42,0,26620,1
652.43,0,26620,1
652.44,0,26620,1
652.45,0,26620,1
652.51,0,26630,1
652.52,0,26630,1
652.53,0,26630,1
652.54,0,26630,1
652.61,0,26630,1
652.62,0,26630,1
652.63,0,26630,1
652.64,0,26630,1
652.65,0,26630,1
652.91,0,26690,1
652.92,0,26690,1
652.93,0,26690,1
652.94,0,26690,1
652.95,0,26690,1
652.96,0,26690,1
652.97,0,26690,1
652.98,0,26690,1
653.11,0,26710,1
653.12,0,26710,1
653.13,0,26710,1
653.14,0,26720,1
653.15,0,26720,1
653.16,0,26720,1
653.17,0,26720,1
653.18,0,26730,1
653.19,0,26730,1
653.21,0,26740,1
653.25,0,26740,1
653.29,0,26740,1
653.31,0,26760,1
653.32,0,26760,1
653.33,0,26760,1
653.34,0,26760,1
653.35,0,26760,1
653.41,0,26770,1
653.42,0,26790,1
653.43,0,26790,1
653.51,0,26710,1
653.52,0,26720,1
653.59,0,26730,1
653.6,0,26750,0
653.81,0,26760,1
653.82,0,26770,1
653.83,0,26790,1
653.89,0,26790,1
653.91,0,26820,1
653.93,0,26820,1
654.11,0,26510,1
654.13,0,26510,1
654.19,0,26510,1
654.21,0,26520,0
654.22,0,26530,0
654.31,0,26540,1
654.32,0,26540,1
654.33,0,26540,1
654.34,0,26540,1
654.35,0,26830,1
654.41,0,26560,1
654.42,0,26560,1
654.5,0,26570,0
654.6,0,26890,0
654.91,0,27994,0
654.92,0,26550,0
654.93,0,26590,0
654.94,0,26860,0
654.95,0,26830,1
654.96,0,26850,0
654.97,0,26880,0
655.11,0,28110,1
655.12,0,28110,1
655.19,0,28110,1
655.21,0,28190,1
655.22,0,28190,1
655.23,0,28190,1
655.29,0,28190,1
656.11,0,27911,1
656.12,0,27911,1
656.13,0,27911,1
656.14,0,27911,1
656.21,0,27911,1
656.29,0,27911,1
656.31,0,27995,0
656.32,0,27911,1
656.41,0,27912,1
656.42,0,27912,1
656.43,0,27912,1
656.51,0,27913,1
656.59,0,27913,1
657.11,0,27921,1
657.12,0,27921,1
657.19,0,27921,1
657.2,0,27922,0
657.31,0,27997,1
657.32,0,27997,1
657.33,0,36250,0
657.34,0,27997,1
657.35,0,32195,0
657.4,0,27999,0
657.51,0,27310,0
657.52,0,27320,1
657.59,0,27320,1
657.61,0,28261,1
657.62,0,28261,1
657.71,0,27991,0
657.72,0,27998,1
657.73,0,27998,1
657.81,0,27992,1
657.89,0,27992,1
657.91,0,27998,1
657.92,0,27998,1
657.93,0,27996,0
658.11,0,27150,1
658.12,0,27150,1
658.13,0,27150,1
658.19,0,27150,1
658.21,0,27160,1
658.22,0,27160,1
658.23,0,27160,1
658.24,0,27160,1
658.29,0,27160,1
658.31,0,27110,1
658.32,0,27110,1
658.33,0,27110,1
658.39,0,27110,1
658.41,0,27120,1
658.42,0,27120,1
658.43,0,27120,1
658.44,0,27120,1
658.45,0,27120,1
658.46,0,27120,1
658.47,0,27120,1
658.48,0,27120,1
658.51,0,27130,0
658.52,0,27140,1
658.59,0,27140,1
658.91,0,27140,1
658.92,0,27190,1
658.93,0,27190,1
658.99,0,27140,1
659.1,0,38930,0
659.21,0,27210,1
659.29,0,27210,1
659.3,0,27220,1
659.41,0,27230,1
659.42,0,27230,1
659.43,0,27230,1
659.49,0,27230,1
659.51,0,27220,1
659.52,0,27220,1
659.53,0,27220,1
659.59,0,27220,1
659.61,0,27290,1
659.69,0,27290,1
661.11,0,37420,1
661.12,0,37420,1
661.13,0,37420,1
661.21,0,37430,0
661.22,0,37440,1
661.23,0,37440,1
661.29,0,37440,1
661.31,0,37690,1
661.32,0,37690,1
661.33,0,37690,1
661.34,0,37610,1
661.35,0,37690,1
661.36,0,37610,1
661.39,0,37690,1
661.81,0,37930,0
661.82,0,37520,0
661.83,0,37570,0
662.31,0,37310,0
662.32,0,37320,0
662.33,0,37330,0
662.41,0,37350,1
662.42,0,37350,1
662.43,0,37360,0
662.44,0,37370,1
662.45,0,37370,1
663.11,0,37910,1
663.12,0,37910,1
663.13,0,37910,1
663.21,0,37910,1
663.22,0,37910,1
663.29,0,37910,1
663.31,0,37530,0
663.32,0,37540,0
663.33,0,37550,0
663.34,0,37560,0
663.35,0,37990,1
663.36,0,37990,1
663.37,0,37990,1
663.38,0,37340,1
663.39,0,37990,1
663.51,0,37990,1
663.52,0,37990,1
663.53,0,37990,1
663.7,0,37340,1
663.81,0,37920,1
663.82,0,37920,1
663.91,0,37291,0
663.99,0,37299,0
664.11,0,37111,1
664.12,0,37111,1
664.31,0,37112,1
664.39,0,37112,1
664.41,0,37113,1
664.42,0,37113,1
664.51,0,37112,1
664.52,0,37112,1
664.53,0,37112,1
664.71,0,37115,1
664.72,0,37115,1
664.81,0,37116,1
664.89,0,37116,1
664.91,0,37114,0
664.92,0,37116,1
664.93,0,37192,0
664.94,0,37194,0
664.95,0,37129,0
664.96,0,37117,0
665.1,0,37191,0
665.21,0,37193,1
665.22,0,37193,1
665.23,0,37193,1
665.29,0,37193,1
665.91,0,37195,1
665.92,0,37195,1
665.93,0,37199,1
665.94,0,37199,1
665.95,0,37199,1
665.99,0,37199,1
666.11,0,37221,1
666.12,0,37221,1
666.13,0,37221,1
666.21,0,37222,1
666.29,0,37222,1
667.11,0,38210,1
667.12,0,38210,1
667.13,0,38220,1
667.21,0,16310,1
667.22,0,16310,1
667.29,0,38220,1
667.31,0,16310,1
667.39,0,38220,1
667.41,0,34560,1
667.42,0,34560,1
667.49,0,38220,1
671.21,0,41111,1
671.22,0,41111,1
671.23,0,41111,1
671.31,0,41117,1
671.32,0,41117,1
671.33,0,41116,0
671.41,0,41112,1
671.49,0,41112,1
671.51,0,41115,1
671.52,0,41115,1
671.53,0,41113,0
671.54,0,41115,1
671.55,0,41114,0
671.59,0,41115,1
672.41,0,41121,1
672.45,0,41121,1
672.47,0,41122,1
672.49,0,41122,1
672.61,0,41121,1
672.62,0,41121,1
672.69,0,41121,1
672.7,0,41121,1
672.81,0,41122,1
672.82,0,41122,1
673.21,0,41211,1
673.24,0,41211,1
673.27,0,41212,1
673.29,0,41212,1
673.41,0,41221,1
673.46,0,41221,1
673.49,0,41222,0
673.51,0,41231,1
673.52,0,41231,1
673.53,0,41231,1
674.11,0,41231,1
674.12,0,41231,1
674.13,0,41231,1
674.14,0,41231,1
674.21,0,41231,1
674.22,0,41231,1
674.31,0,41231,1
674.32,0,41231,1
674.41,0,41231,1
674.42,0,41231,1
674.43,0,41231,1
674.44,0,41231,1
674.51,0,41231,1
674.52,0,41231,1
675.11,0,41233,1
675.12,0,41233,1
675.2,0,41234,0
675.31,0,41213,1
675.32,0,41213,1
675.33,0,41213,1
675.34,0,41213,1
675.35,0,41213,1
675.36,0,41213,1
675.37,0,41214,1
675.38,0,41214,1
675.41,0,41213,1
675.42,0,41213,1
675.43,0,41214,1
675.51,0,41223,1
675.52,0,41223,1
675.53,0,41223,1
675.54,0,41223,1
675.55,0,41223,1
675.56,0,41224,1
675.61,0,41223,1
675.62,0,41224,1
675.71,0,41232,1
675.72,0,41232,1
675.73,0,41239,1
675.74,0,41239,1
676.11,0,41241,1
676.12,0,41241,1
676.15,0,41243,1
676.17,0,41243,1
676.19,1,41241,1
676.19,1,41243,1
676.21,0,41242,1
676.22,0,41242,1
676.25,0,41244,1
676.29,1,41242,1
676.29,1,41244,1
676.31,0,41261,1
676.33,0,41261,1
676.34,0,41264,1
676.39,0,41264,1
676.41,0,41271,0
676.42,0,41272,0
676.43,0,41242,1
676.44,0,41261,1
676.45,0,41265,1
676.46,0,41244,1
676.47,0,41265,1
676.48,0,41273,0
676.81,0,41251,1
676.82,0,41251,1
676.83,0,41251,1
676.84,0,41262,1
676.85,0,41262,1
676.86,0,41252,0
676.87,0,41266,1
676.88,0,41266,1
677.01,0,41253,1
677.09,0,41253,1
678.14,0,41263,1
678.15,0,41263,1
678.19,0,41263,1
678.21,0,41267,1
678.29,0,41267,1
679.11,0,41291,0
679.12,0,41281,0
679.13,0,41282,0
679.14,0,41283,1
679.15,0,41283,1
679.16,0,41283,1
679.17,0,41284,0
679.31,0,41285,1
679.32,0,41286,1
679.33,0,41287,1
679.39,0,41289,1
679.41,0,41285,1
679.42,0,41286,1
679.43,0,41287,1
679.44,0,41288,0
679.49,0,41289,1
679.51,0,41292,1
679.52,0,41292,1
679.53,0,41293,1
679.54,0,41293,1
679.55,0,41293,1
679.56,0,41293,1
679.59,0,41293,1
681.12,0,41350,1
681.13,0,41310,1
681.14,0,41310,1
681.22,0,41350,1
681.23,0,41330,1
681.24,0,41330,1
681.25,0,41330,1
682.11,0,41412,0
682.12,0,41413,1
682.13,0,41413,1
682.14,0,41413,1
682.31,0,41512,1
682.32,0,41512,1
682.41,0,41513,1
682.42,0,41513,1
682.51,0,41514,1
682.52,0,41514,1
682.61,0,41515,0
682.62,0,41511,0
682.71,0,41516,1
682.72,0,41516,1
683.11,0,41422,1
683.12,0,41422,1
683.21,0,41522,0
683.22,0,41524,0
683.23,0,41521,0
683.24,0,41523,0
684.11,0,41431,1
684.12,0,41431,1
684.21,0,41532,0
684.22,0,41533,0
684.23,0,41534,0
684.24,0,41535,0
684.25,0,41531,0
684.26,0,41536,1
684.27,0,41536,1
685.11,0,41441,1
685.12,0,41441,1
685.2,0,41542,0
686.11,0,41442,1
686.12,0,41442,1
686.31,0,41545,1
686.32,0,41545,1
686.33,0,41544,0
687.11,0,41443,1
687.12,0,41443,1
687.2,0,41547,0
689.11,1,39367,1
689.11,1,41601,1
689.12,1,39367,1
689.12,1,41601,1
689.13,1,39367,1
689.13,1,41601,1
689.14,0,39367,1
689.15,0,41601,1
689.81,1,39367,1
689.81,1,41601,1
689.82,1,39367,1
689.82,1,41601,1
689.83,1,39367,1
689.83,1,41601,1
689.84,1,39367,1
689.84,1,41601,1
689.91,1,39367,1
689.91,1,41601,1
689.92,0,41603,1
689.93,1,39368,1
689.93,1,41603,1
689.94,0,41603,1
689.95,1,39368,1
689.95,1,41603,1
689.98,1,39367,1
689.98,1,41601,1
689.99,0,41604,0
691.11,0,42110,1
691.12,0,42110,1
691.13,0,42120,1
691.14,0,42190,1
691.19,0,42190,1
691.21,0,42120,1
691.29,0,42190,1
692.11,0,42210,1
692.12,0,42210,1
692.41,0,42931,1
692.42,0,42931,1
692.43,0,42220,1
692.44,0,42220,1
693.11,0,42941,0
693.12,0,42942,1
693.13,0,42942,1
693.2,0,42946,0
693.5,0,42943,0
694.1,0,42944,1
694.21,0,42944,1
694.22,0,42944,1
694.31,0,42944,1
694.32,0,42944,1
694.33,0,42944,1
694.4,0,42944,1
695.1,0,42921,1
695.21,0,42921,1
695.22,0,42921,1
695.23,0,42921,1
695.3,0,42921,1
695.41,0,42921,1
695.42,0,42921,1
695.43,0,42921,1
695.44,0,42921,1
695.45,0,42921,1
695.46,0,42921,1
695.47,0,42921,1
695.48,0,42921,1
695.49,0,42921,1
695.51,0,42921,1
695.52,0,42921,1
695.53,0,42921,1
695.54,0,42921,1
695.55,0,42921,1
695.59,0,42921,1
695.61,0,42922,1
695.62,0,42922,1
695.63,0,42922,1
695.64,0,42922,1
695.7,0,42921,1
696.31,0,42914,1
696.35,0,42914,1
696.38,0,42914,1
696.4,0,42913,1
696.51,0,42915,1
696.55,0,42915,1
696.59,0,42915,1
696.61,0,42916,1
696.62,0,42916,1
696.63,0,42916,1
696.69,0,42916,1
696.8,0,42913,1
697.31,0,44821,0
697.32,0,44822,0
697.33,0,44832,0
697.41,0,42912,1
697.42,0,42912,1
697.43,0,42912,1
697.44,0,42912,1
697.51,0,42911,1
697.52,0,42911,1
697.53,0,42911,1
697.81,0,42912,1
697.82,0,42996,0
699.11,0,42992,1
699.12,0,42993,0
699.13,0,42992,1
699.14,0,42992,1
699.15,0,42992,1
699.16,0,42992,1
699.17,0,42992,1
699.19,0,42992,1
699.21,0,42991,1
699.22,0,42991,1
699.31,0,42997,1
699.32,0,42997,1
699.33,0,42997,1
699.4,0,42945,0
699.51,0,42999,1
699.52,0,42999,1
699.53,0,42932,0
699.54,0,42999,1
699.55,0,42950,0
699.61,0,42999,1
699.62,0,42999,1
699.63,0,42999,1
699.65,0,42999,1
699.67,0,42999,1
699.69,0,42999,1
699.71,0,42991,1
699.73,0,42999,1
699.75,0,42999,1
699.76,0,42999,1
699.77,0,42999,1
699.78,0,42999,1
699.79,0,42999,1
699.81,0,41602,1
699.83,0,41602,1
699.85,0,41602,1
699.87,0,41602,1
699.91,0,41602,1
699.92,0,41602,1
699.93,0,41602,1
699.94,0,41602,1
699.95,0,41602,1
699.99,0,41602,1
711.11,0,42320,1
711.12,0,42320,1
711.21,0,42330,1
711.22,0,42330,1
711.91,0,42342,1
711.92,0,42342,1
712.11,0,43141,1
712.19,0,43141,1
712.8,0,43153,0
713.11,0,43131,0
713.19,0,43152,0
713.21,0,43121,0
713.22,0,43122,0
713.23,0,43123,0
713.31,0,43110,1
713.32,0,43110,1
713.33,0,43110,1
713.81,0,43110,1
713.82,0,43110,1
713.91,0,43151,1
713.92,0,43151,1
714.41,0,43132,1
714.49,0,43133,0
714.81,0,43132,1
714.89,0,43143,0
714.91,0,43155,0
714.99,0,43156,0
716.1,0,46111,1
716.2,0,46111,1
716.31,0,46112,1
716.32,0,46112,1
716.4,0,46113,1
716.51,0,46113,1
716.52,0,46113,1
716.9,0,46131,0
718.11,0,43142,0
718.19,0,43154,0
718.71,0,42310,0
718.77,0,33710,0
718.78,0,42341,0
718.91,0,43211,1
718.92,0,43211,1
718.93,0,43219,0
718.99,0,43251,0
721.11,0,44111,0
721.12,1,44113,0
721.12,1,44114,0
721.13,0,44112,0
721.18,0,44119,0
721.19,0,44115,0
721.21,0,44121,0
721.22,0,44122,0
721.23,1,44123,0
721.23,1,44124,0
721.23,1,44125,0
721.23,1,44126,0
721.23,1,44129,1
721.26,0,44127,0
721.27,0,44128,0
721.29,0,44129,1
721.31,0,44131,0
721.38,0,44132,0
721.39,0,44139,0
721.91,0,44191,0
721.95,1,44193,0
721.95,1,44194,0
721.96,1,44192,0
721.96,1,44198,0
721.98,0,44199,1
721.99,0,44199,1
722.3,0,44142,0
722.41,0,44141,0
722.49,0,44149,0
723.11,0,44421,0
723.12,0,44422,0
723.21,0,44425,0
723.22,0,44426,0
723.29,0,44427,1
723.31,0,44423,0
723.33,0,44424,0
723.35,0,44412,1
723.37,0,44412,1
723.39,0,44427,1
723.41,0,44430,1
723.42,0,44430,1
723.43,0,44412,1
723.44,0,44412,1
723.45,0,44430,1
723.47,0,44430,1
723.48,0,44430,1
723.91,0,43580,0
723.92,0,44429,0
723.93,0,44461,1
723.99,0,44461,1
724.33,0,44814,0
724.35,0,44621,0
724.39,0,44640,1
724.41,0,44611,1
724.42,0,44611,1
724.43,0,44611,1
724.49,0,44640,1
724.51,0,44612,0
724.52,0,44613,1
724.53,0,44613,1
724.54,0,44611,1
724.55,0,44629,1
724.61,0,44614,0
724.67,0,44640,1
724.68,0,44640,1
724.71,0,44622,1
724.72,0,44622,1
724.73,0,44622,1
724.74,0,44629,1
724.81,0,44630,1
724.83,0,44630,1
724.85,0,44630,1
724.88,0,44640,1
724.91,0,44640,1
724.92,0,44640,1
725.11,0,44913,1
725.12,0,44913,1
725.21,0,44913,1
725.23,0,44913,1
725.25,0,44913,1
725.27,0,44913,1
725.29,0,44913,1
725.91,0,44921,1
725.99,0,44921,1
726.31,0,44914,1
726.35,0,32800,0
726.51,0,44914,1
726.55,0,45150,0
726.59,0,44914,1
726.61,0,44914,1
726.63,0,44914,1
726.65,0,44914,1
726.69,1,44629,1
726.69,1,44914,1
726.81,0,44914,1
726.89,0,44922,1
726.91,0,44922,1
726.99,0,44922,1
727.11,0,44513,0
727.19,0,44522,1
727.21,0,44516,1
727.22,0,44516,1
727.29,0,44522,1
728.11,0,44221,0
728.12,0,44222,1
728.19,0,44252,0
728.21,0,44918,1
728.22,0,44918,1
728.29,0,44923,0
728.31,0,44440,1
728.32,0,44440,1
728.33,0,44440,1
728.34,0,44440,1
728.39,0,44462,0
728.41,0,44919,1
728.42,0,44915,0
728.43,0,44517,0
728.44,0,44222,1
728.46,0,44919,1
728.47,0,44919,1
728.49,0,44919,1
728.51,0,44929,1
728.52,0,44929,1
728.53,0,44523,0
728.55,0,44929,1
731.11,0,44211,1
731.12,0,44211,1
731.13,0,44211,1
731.14,0,44211,1
731.21,0,44212,1
731.22,0,44212,1
731.23,0,44212,1
731.31,0,44213,1
731.35,0,44213,1
731.37,0,44213,1
731.39,0,44213,1
731.41,0,44214,1
731.42,0,44214,1
731.43,0,44214,1
731.44,0,44214,1
731.45,0,44214,1
731.46,0,44214,1
731.51,0,44214,1
731.52,0,44214,1
731.53,0,44214,1
731.54,0,44214,1
731.57,0,44215,0
731.61,0,44216,1
731.62,0,44216,1
731.63,0,44216,1
731.64,0,44216,1
731.65,0,44216,1
731.66,0,44216,1
731.67,0,44216,1
731.69,0,44216,1
731.71,0,44216,1
731.73,0,44216,1
731.75,0,44216,1
731.77,0,44216,1
731.79,0,44216,1
733.11,0,44217,1
733.12,0,44217,1
733.13,0,44217,1
733.14,0,44217,1
733.15,0,44217,1
733.16,0,44217,1
733.17,0,44217,1
733.18,0,44217,1
733.91,0,44218,1
733.93,0,44218,1
733.95,0,44218,1
733.99,0,44218,1
735.11,0,44251,1
735.13,0,44251,1
735.15,0,44251,1
735.91,0,44251,1
735.95,0,44251,1
737.11,0,44310,1
737.12,0,44310,1
737.19,0,44320,1
737.21,0,44310,1
737.29,0,44320,1
737.31,0,44241,1
737.32,0,44241,1
737.33,0,44241,1
737.34,0,44241,1
737.35,0,44241,1
737.36,0,44241,1
737.37,0,44241,1
737.39,0,44255,0
737.41,0,44242,1
737.42,0,44242,1
737.43,0,44242,1
737.49,0,44256,0
741.21,0,43410,1
741.23,0,43410,1
741.25,0,43410,1
741.28,0,43430,1
741.31,0,43420,1
741.32,0,43420,1
741.33,0,43420,1
741.34,0,43420,1
741.35,0,43430,1
741.36,0,43420,1
741.37,0,44515,1
741.38,0,43420,1
741.39,0,43430,1
741.43,0,43913,1
741.45,0,43913,1
741.49,0,43941,1
741.51,0,43912,1
741.55,0,43912,1
741.59,0,43941,1
741.71,0,43911,1
741.72,0,43941,1
741.73,0,43911,1
741.74,0,43911,1
741.75,0,43911,1
741.81,0,44826,1
741.82,0,44826,1
741.83,0,48140,0
741.84,0,44518,0
741.85,0,44912,1
741.86,0,44912,1
741.87,0,44515,1
741.89,0,43932,0
741.9,0,43941,1
742.11,0,43220,1
742.19,0,43220,1
742.2,0,43220,1
742.3,0,43220,1
742.4,0,43220,1
742.5,0,43220,1
742.6,0,43220,1
742.71,0,43220,1
742.75,0,43220,1
742.91,0,43252,1
742.95,0,43252,1
743.11,0,43230,1
743.13,0,43230,1
743.15,0,43230,1
743.17,0,43230,1
743.19,0,43230,1
743.41,0,44815,1
743.43,0,43931,1
743.45,0,44815,1
743.51,0,44511,0
743.55,0,44911,0
743.59,0,43931,1
743.61,0,43914,1
743.62,0,43914,1
743.63,0,43915,1
743.64,0,43915,1
743.67,0,43914,1
743.69,0,43914,1
743.8,0,43253,0
743.91,0,43942,1
743.95,0,43942,1
744.11,0,43530,1
744.12,0,43530,1
744.13,0,43530,1
744.14,0,43530,1
744.15,0,43530,1
744.19,0,43570,1
744.21,0,43510,1
744.25,0,43510,1
744.31,0,43520,1
744.32,0,43520,1
744.33,0,43520,1
744.34,0,43520,1
744.35,0,43520,1
744.37,0,43520,1
744.39,0,43520,1
744.41,0,43510,1
744.43,0,43510,1
744.49,0,43510,1
744.71,0,43550,1
744.72,0,44411,0
744.73,0,43550,1
744.74,0,43550,1
744.79,0,43550,1
744.81,0,43540,1
744.85,0,43540,1
744.89,0,43560,0
744.91,0,43570,1
744.92,0,43570,1
744.93,0,43570,1
744.94,0,43570,1
745.11,0,44231,1
745.12,0,44231,1
745.19,0,44253,0
745.21,0,43935,0
745.23,0,43921,1
745.27,0,43921,1
745.29,0,43944,0
745.31,0,43922,1
745.32,0,43922,1
745.39,0,43943,1
745.61,0,43923,1
745.62,0,43923,1
745.63,0,43923,1
745.64,0,44150,0
745.65,0,43923,1
745.68,0,43943,1
745.91,0,43933,0
745.93,0,43943,1
745.95,0,43934,0
745.97,0,43943,1
746.1,0,43310,1
746.2,0,43310,1
746.3,0,43310,1
746.4,0,43310,1
746.5,0,43310,1
746.8,0,43310,1
746.91,0,43331,1
746.99,0,43331,1
747.1,0,43240,1
747.2,0,43240,1
747.3,0,43240,1
747.4,0,43240,1
